,2gram_nostpwrd_cooccurence,2gram_nostpwrd_distinct,2gram_cooccurence,2gram_distinct
772,1.0,177.0,2.0,384.0
773,0.0,2.0,1.0,26.0
774,3.0,49.0,5.0,109.0
775,5.0,32.0,12.0,150.0
776,2.0,8.0,3.0,25.0
777,4.0,12.0,6.0,37.0
778,1.0,20.0,1.0,20.0
779,0.0,40.0,0.0,124.0
780,6.0,30.0,12.0,124.0
781,2.0,23.0,2.0,79.0
782,0.0,4.0,0.0,19.0
783,1.0,6.0,4.0,75.0
784,2.0,17.0,3.0,60.0
785,3.0,52.0,9.0,145.0
786,1.0,8.0,2.0,27.0
787,1.0,11.0,3.0,33.0
788,1.0,12.0,3.0,94.0
789,2.0,25.0,4.0,111.0
790,0.0,4.0,2.0,37.0
791,2.0,14.0,2.0,115.0
792,1.0,31.0,4.0,88.0
793,1.0,32.0,0.0,149.0
794,1.0,53.0,4.0,323.0
795,0.0,52.0,0.0,128.0
796,0.0,7.0,1.0,22.0
797,1.0,8.0,3.0,34.0
798,2.0,31.0,5.0,164.0
799,2.0,7.0,2.0,51.0
800,0.0,33.0,1.0,101.0
801,1.0,19.0,5.0,83.0
802,3.0,30.0,4.0,53.0
803,6.0,54.0,12.0,124.0
804,1.0,16.0,1.0,40.0
805,1.0,2.0,1.0,20.0
806,4.0,12.0,9.0,72.0
807,1.0,28.0,1.0,76.0
808,1.0,4.0,1.0,28.0
809,3.0,52.0,3.0,167.0
810,0.0,7.0,0.0,9.0
811,4.0,90.0,5.0,157.0
812,4.0,29.0,3.0,84.0
813,1.0,33.0,1.0,107.0
814,3.0,119.0,3.0,259.0
815,3.0,4.0,3.0,12.0
816,5.0,33.0,12.0,159.0
817,4.0,12.0,4.0,39.0
818,4.0,15.0,4.0,56.0
819,3.0,7.0,3.0,23.0
820,1.0,7.0,3.0,41.0
821,0.0,7.0,2.0,31.0
822,1.0,22.0,4.0,55.0
823,0.0,36.0,2.0,84.0
824,1.0,7.0,3.0,53.0
825,1.0,73.0,5.0,235.0
826,6.0,25.0,10.0,151.0
827,0.0,4.0,1.0,44.0
828,1.0,5.0,1.0,16.0
829,2.0,24.0,4.0,68.0
830,3.0,10.0,7.0,50.0
831,0.0,50.0,0.0,84.0
832,1.0,1.0,2.0,20.0
833,2.0,37.0,3.0,58.0
834,1.0,37.0,2.0,84.0
835,1.0,31.0,0.0,92.0
836,0.0,3.0,0.0,17.0
837,3.0,18.0,4.0,48.0
838,2.0,11.0,4.0,61.0
839,4.0,17.0,3.0,34.0
840,1.0,0.0,0.0,35.0
841,0.0,12.0,3.0,51.0
842,1.0,7.0,0.0,30.0
843,1.0,42.0,3.0,90.0
844,4.0,12.0,10.0,90.0
845,0.0,4.0,0.0,24.0
846,1.0,23.0,1.0,63.0
847,1.0,4.0,3.0,40.0
848,2.0,3.0,0.0,20.0
849,0.0,12.0,0.0,49.0
850,2.0,47.0,4.0,179.0
851,2.0,18.0,1.0,64.0
852,3.0,4.0,2.0,11.0
853,3.0,10.0,6.0,37.0
854,2.0,8.0,3.0,14.0
855,0.0,43.0,2.0,172.0
856,2.0,14.0,3.0,42.0
857,2.0,21.0,3.0,39.0
858,2.0,4.0,3.0,41.0
859,1.0,7.0,1.0,36.0
860,1.0,25.0,1.0,52.0
861,3.0,22.0,6.0,117.0
862,3.0,25.0,3.0,61.0
863,3.0,20.0,1.0,58.0
864,1.0,23.0,1.0,63.0
865,0.0,12.0,0.0,82.0
866,0.0,8.0,0.0,38.0
867,4.0,14.0,3.0,30.0
868,2.0,12.0,4.0,36.0
869,2.0,25.0,4.0,110.0
870,3.0,30.0,1.0,72.0
871,2.0,2.0,1.0,20.0
872,0.0,16.0,0.0,46.0
873,1.0,17.0,2.0,30.0
874,2.0,8.0,3.0,34.0
875,0.0,9.0,1.0,27.0
876,0.0,48.0,0.0,171.0
877,6.0,30.0,10.0,90.0
878,0.0,11.0,1.0,50.0
879,3.0,14.0,4.0,46.0
880,1.0,25.0,2.0,50.0
881,0.0,27.0,1.0,52.0
882,2.0,17.0,3.0,88.0
883,1.0,4.0,1.0,20.0
884,0.0,1.0,2.0,13.0
885,1.0,32.0,2.0,55.0
886,1.0,48.0,1.0,91.0
887,1.0,7.0,2.0,37.0
888,1.0,16.0,0.0,59.0
889,0.0,40.0,0.0,100.0
890,0.0,13.0,1.0,58.0
891,2.0,2.0,3.0,6.0
892,1.0,4.0,0.0,21.0
893,1.0,57.0,2.0,198.0
894,2.0,8.0,1.0,21.0
895,1.0,19.0,3.0,125.0
896,0.0,7.0,1.0,34.0
897,3.0,111.0,3.0,274.0
898,1.0,12.0,3.0,46.0
899,1.0,11.0,1.0,28.0
900,4.0,35.0,4.0,101.0
901,0.0,4.0,2.0,27.0
902,1.0,27.0,2.0,107.0
903,2.0,0.0,2.0,12.0
904,0.0,103.0,3.0,269.0
905,2.0,5.0,4.0,22.0
906,3.0,10.0,6.0,37.0
907,0.0,21.0,0.0,36.0
908,1.0,32.0,3.0,128.0
909,2.0,18.0,10.0,134.0
910,6.0,45.0,12.0,151.0
911,0.0,16.0,1.0,58.0
912,0.0,11.0,0.0,30.0
913,2.0,2.0,1.0,28.0
914,1.0,63.0,0.0,172.0
915,2.0,14.0,2.0,31.0
916,0.0,24.0,0.0,60.0
917,4.0,80.0,6.0,236.0
918,0.0,10.0,3.0,67.0
919,0.0,13.0,2.0,80.0
920,0.0,1.0,1.0,8.0
921,0.0,24.0,2.0,59.0
922,0.0,10.0,0.0,40.0
923,2.0,19.0,3.0,95.0
924,0.0,14.0,1.0,40.0
925,3.0,4.0,3.0,16.0
926,0.0,23.0,2.0,80.0
927,1.0,11.0,0.0,50.0
928,1.0,33.0,1.0,110.0
929,1.0,13.0,1.0,28.0
930,2.0,141.0,6.0,501.0
931,1.0,0.0,1.0,16.0
932,4.0,85.0,3.0,230.0
933,1.0,3.0,3.0,18.0
934,2.0,4.0,3.0,19.0
935,2.0,17.0,2.0,40.0
936,2.0,12.0,1.0,32.0
937,2.0,8.0,6.0,44.0
938,5.0,39.0,12.0,172.0
939,2.0,121.0,7.0,446.0
940,1.0,3.0,0.0,26.0
941,2.0,8.0,5.0,32.0
942,4.0,17.0,7.0,54.0
943,4.0,12.0,10.0,90.0
944,0.0,60.0,1.0,161.0
945,6.0,40.0,11.0,130.0
946,1.0,15.0,0.0,64.0
947,0.0,7.0,1.0,30.0
948,0.0,51.0,1.0,247.0
949,1.0,35.0,0.0,70.0
950,3.0,21.0,3.0,50.0
951,2.0,12.0,3.0,38.0
952,2.0,10.0,7.0,120.0
953,1.0,34.0,1.0,72.0
954,1.0,6.0,1.0,80.0
955,1.0,80.0,1.0,210.0
956,1.0,2.0,1.0,32.0
957,2.0,0.0,3.0,9.0
958,1.0,22.0,1.0,43.0
959,1.0,98.0,0.0,174.0
960,1.0,9.0,2.0,69.0
961,3.0,70.0,5.0,147.0
962,2.0,4.0,1.0,36.0
963,0.0,10.0,2.0,56.0
964,3.0,6.0,1.0,40.0
965,2.0,32.0,5.0,130.0
966,1.0,12.0,2.0,47.0
967,5.0,39.0,10.0,124.0
968,3.0,30.0,4.0,48.0
969,1.0,18.0,5.0,74.0
970,1.0,33.0,2.0,98.0
971,2.0,14.0,3.0,60.0
972,1.0,19.0,2.0,64.0
973,4.0,6.0,2.0,27.0
974,1.0,19.0,3.0,60.0
975,4.0,17.0,6.0,76.0
976,5.0,26.0,12.0,145.0
977,1.0,23.0,1.0,73.0
978,0.0,3.0,2.0,25.0
979,1.0,2.0,3.0,33.0
980,0.0,20.0,0.0,87.0
981,2.0,17.0,3.0,60.0
982,2.0,65.0,5.0,220.0
983,0.0,23.0,2.0,93.0
984,3.0,33.0,6.0,137.0
985,0.0,26.0,0.0,68.0
986,0.0,21.0,0.0,38.0
987,1.0,4.0,3.0,22.0
988,3.0,19.0,4.0,97.0
989,1.0,12.0,1.0,60.0
990,0.0,19.0,1.0,56.0
991,2.0,23.0,2.0,66.0
992,1.0,17.0,4.0,90.0
993,3.0,10.0,4.0,64.0
994,0.0,32.0,0.0,124.0
995,3.0,6.0,3.0,35.0
996,1.0,11.0,2.0,30.0
997,0.0,27.0,1.0,111.0
998,1.0,26.0,1.0,128.0
999,3.0,41.0,8.0,145.0
1000,0.0,6.0,0.0,22.0
1001,4.0,23.0,6.0,93.0
1002,1.0,2.0,0.0,19.0
1003,0.0,2.0,0.0,8.0
1004,2.0,61.0,3.0,160.0
1005,1.0,21.0,1.0,54.0
1006,1.0,69.0,2.0,184.0
1007,2.0,37.0,5.0,105.0
1008,1.0,17.0,3.0,35.0
1009,0.0,9.0,2.0,44.0
1010,2.0,2.0,2.0,24.0
1011,1.0,2.0,1.0,51.0
1012,2.0,37.0,4.0,143.0
1013,4.0,23.0,6.0,89.0
1014,1.0,20.0,1.0,80.0
1015,0.0,51.0,2.0,126.0
1016,2.0,59.0,2.0,133.0
1017,2.0,0.0,3.0,9.0
1018,6.0,80.0,12.0,175.0
1019,4.0,9.0,6.0,51.0
1020,2.0,15.0,2.0,29.0
1021,1.0,20.0,1.0,119.0
1022,0.0,31.0,0.0,84.0
1023,2.0,1.0,4.0,13.0
1024,0.0,68.0,1.0,168.0
1025,1.0,8.0,1.0,30.0
1026,0.0,22.0,0.0,58.0
1027,0.0,18.0,1.0,57.0
1028,1.0,5.0,0.0,24.0
1029,2.0,24.0,3.0,62.0
1030,0.0,47.0,2.0,189.0
1031,3.0,9.0,2.0,40.0
1032,2.0,0.0,4.0,17.0
1033,1.0,38.0,1.0,101.0
1034,2.0,20.0,5.0,87.0
1035,0.0,15.0,1.0,51.0
1036,0.0,2.0,0.0,4.0
1037,1.0,17.0,2.0,75.0
1038,2.0,7.0,6.0,52.0
1039,1.0,7.0,1.0,7.0
1040,1.0,21.0,0.0,92.0
1041,0.0,24.0,0.0,70.0
1042,2.0,8.0,4.0,38.0
1043,1.0,5.0,3.0,15.0
1044,1.0,20.0,1.0,56.0
1045,2.0,51.0,2.0,68.0
1046,2.0,13.0,3.0,42.0
1047,2.0,31.0,4.0,66.0
1048,1.0,1.0,2.0,17.0
1049,1.0,26.0,2.0,108.0
1050,2.0,19.0,2.0,67.0
1051,1.0,7.0,5.0,100.0
1052,2.0,38.0,5.0,117.0
1053,1.0,13.0,2.0,27.0
1054,0.0,27.0,0.0,78.0
1055,0.0,23.0,0.0,54.0
1056,2.0,21.0,5.0,132.0
1057,2.0,8.0,1.0,27.0
1058,2.0,8.0,6.0,44.0
1059,2.0,26.0,1.0,38.0
1060,0.0,7.0,1.0,41.0
1061,2.0,13.0,3.0,28.0
1062,2.0,17.0,3.0,53.0
1063,5.0,25.0,7.0,49.0
1064,1.0,99.0,4.0,310.0
1065,0.0,18.0,2.0,55.0
1066,1.0,13.0,0.0,62.0
1067,0.0,28.0,0.0,101.0
1068,1.0,9.0,1.0,30.0
1069,1.0,6.0,3.0,90.0
1070,3.0,44.0,5.0,146.0
1071,3.0,10.0,3.0,62.0
1072,1.0,52.0,2.0,137.0
1073,2.0,44.0,1.0,107.0
1074,1.0,35.0,2.0,112.0
1075,1.0,165.0,1.0,372.0
1076,2.0,16.0,3.0,35.0
1077,1.0,0.0,2.0,5.0
1078,0.0,25.0,0.0,66.0
1079,1.0,21.0,2.0,56.0
1080,0.0,53.0,3.0,197.0
1081,2.0,2.0,1.0,12.0
1082,2.0,9.0,4.0,32.0
1083,0.0,12.0,0.0,40.0
1084,0.0,16.0,2.0,52.0
1085,0.0,20.0,3.0,81.0
1086,1.0,4.0,1.0,39.0
1087,2.0,12.0,2.0,52.0
1088,1.0,11.0,1.0,25.0
1089,1.0,17.0,1.0,49.0
1090,2.0,1.0,4.0,13.0
1091,1.0,12.0,2.0,33.0
1092,2.0,29.0,0.0,81.0
1093,1.0,9.0,2.0,43.0
1094,0.0,1.0,2.0,14.0
1095,0.0,22.0,1.0,65.0
1096,3.0,34.0,5.0,159.0
1097,2.0,11.0,2.0,53.0
1098,1.0,82.0,3.0,216.0
1099,1.0,44.0,1.0,159.0
1100,5.0,145.0,8.0,499.0
1101,1.0,4.0,1.0,4.0
1102,1.0,11.0,1.0,39.0
1103,3.0,38.0,3.0,206.0
1104,2.0,13.0,1.0,37.0
1105,0.0,8.0,0.0,26.0
1106,2.0,18.0,6.0,78.0
1107,1.0,11.0,1.0,36.0
1108,6.0,45.0,10.0,139.0
1109,1.0,12.0,0.0,30.0
1110,3.0,19.0,1.0,55.0
1111,7.0,65.0,10.0,173.0
1112,1.0,21.0,3.0,105.0
1113,1.0,10.0,3.0,45.0
1114,2.0,19.0,4.0,103.0
1115,3.0,9.0,5.0,39.0
1116,3.0,9.0,4.0,46.0
1117,1.0,16.0,1.0,98.0
1118,2.0,22.0,2.0,43.0
1119,1.0,15.0,3.0,39.0
1120,1.0,17.0,2.0,31.0
1121,0.0,15.0,0.0,23.0
1122,1.0,12.0,1.0,31.0
1123,0.0,7.0,1.0,30.0
1124,0.0,27.0,5.0,226.0
1125,0.0,44.0,0.0,135.0
1126,0.0,31.0,0.0,132.0
1127,0.0,24.0,0.0,62.0
1128,1.0,8.0,2.0,25.0
1129,1.0,22.0,2.0,61.0
1130,1.0,22.0,1.0,110.0
1131,1.0,16.0,1.0,27.0
1132,0.0,5.0,1.0,57.0
1133,2.0,64.0,1.0,169.0
1134,2.0,54.0,3.0,116.0
1135,0.0,8.0,0.0,20.0
1136,0.0,69.0,0.0,208.0
1137,1.0,18.0,1.0,23.0
1138,0.0,31.0,1.0,52.0
1139,0.0,6.0,0.0,28.0
1140,3.0,82.0,6.0,327.0
1141,3.0,4.0,5.0,32.0
1142,0.0,31.0,0.0,198.0
1143,0.0,3.0,0.0,33.0
1144,1.0,7.0,3.0,24.0
1145,0.0,9.0,0.0,41.0
1146,0.0,30.0,0.0,101.0
1147,1.0,35.0,3.0,105.0
1148,2.0,17.0,2.0,60.0
1149,1.0,4.0,0.0,14.0
1150,0.0,12.0,0.0,40.0
1151,2.0,4.0,1.0,11.0
1152,3.0,23.0,5.0,45.0
1153,1.0,45.0,2.0,112.0
1154,0.0,64.0,1.0,159.0
1155,2.0,34.0,5.0,136.0
1156,3.0,15.0,5.0,59.0
1157,1.0,8.0,2.0,19.0
1158,0.0,92.0,0.0,300.0
1159,1.0,26.0,4.0,81.0
1160,1.0,23.0,0.0,114.0
1161,1.0,39.0,1.0,158.0
1162,2.0,1.0,3.0,7.0
1163,0.0,27.0,0.0,75.0
1164,1.0,16.0,1.0,44.0
1165,1.0,8.0,3.0,38.0
1166,1.0,9.0,1.0,25.0
1167,1.0,8.0,2.0,81.0
1168,2.0,44.0,3.0,93.0
1169,1.0,12.0,2.0,31.0
1170,2.0,3.0,1.0,12.0
1171,2.0,9.0,4.0,51.0
1172,0.0,4.0,0.0,23.0
1173,3.0,28.0,3.0,102.0
1174,2.0,28.0,2.0,34.0
1175,1.0,20.0,3.0,90.0
1176,2.0,101.0,8.0,409.0
1177,4.0,12.0,9.0,72.0
1178,7.0,34.0,21.0,228.0
1179,0.0,2.0,1.0,21.0
1180,2.0,4.0,3.0,14.0
1181,1.0,11.0,5.0,51.0
1182,0.0,9.0,1.0,30.0
1183,2.0,17.0,3.0,43.0
1184,6.0,30.0,14.0,174.0
1185,1.0,7.0,4.0,31.0
1186,2.0,80.0,2.0,432.0
1187,1.0,14.0,1.0,38.0
1188,4.0,20.0,3.0,40.0
1189,2.0,6.0,1.0,17.0
1190,2.0,12.0,6.0,99.0
1191,0.0,4.0,0.0,24.0
1192,0.0,7.0,2.0,37.0
1193,2.0,24.0,2.0,36.0
1194,2.0,5.0,5.0,26.0
1195,3.0,75.0,3.0,206.0
1196,0.0,5.0,0.0,23.0
1197,1.0,11.0,1.0,95.0
1198,2.0,6.0,3.0,29.0
1199,0.0,58.0,1.0,139.0
1200,0.0,26.0,2.0,126.0
1201,1.0,12.0,1.0,52.0
1202,0.0,17.0,2.0,79.0
1203,0.0,7.0,1.0,65.0
1204,3.0,10.0,1.0,30.0
1205,1.0,16.0,2.0,49.0
1206,0.0,17.0,0.0,87.0
1207,3.0,58.0,4.0,149.0
1208,1.0,20.0,1.0,94.0
1209,2.0,2.0,1.0,12.0
1210,0.0,10.0,1.0,75.0
1211,0.0,5.0,0.0,33.0
1212,4.0,22.0,4.0,72.0
1213,0.0,44.0,1.0,198.0
1214,0.0,4.0,2.0,14.0
1215,1.0,11.0,1.0,33.0
1216,0.0,10.0,2.0,36.0
1217,1.0,34.0,2.0,101.0
1218,2.0,13.0,3.0,108.0
1219,0.0,11.0,0.0,24.0
1220,2.0,20.0,3.0,68.0
1221,4.0,13.0,6.0,37.0
1222,0.0,3.0,2.0,43.0
1223,3.0,58.0,4.0,162.0
1224,7.0,69.0,12.0,235.0
1225,2.0,14.0,4.0,32.0
1226,3.0,7.0,7.0,50.0
1227,0.0,24.0,1.0,75.0
1228,1.0,14.0,5.0,88.0
1229,6.0,77.0,8.0,136.0
1230,0.0,16.0,1.0,48.0
1231,0.0,10.0,1.0,39.0
1232,1.0,4.0,2.0,27.0
1233,4.0,17.0,3.0,66.0
1234,1.0,16.0,3.0,49.0
1235,4.0,9.0,4.0,33.0
1236,2.0,5.0,4.0,29.0
1237,3.0,6.0,4.0,32.0
1238,2.0,7.0,2.0,29.0
1239,1.0,11.0,0.0,47.0
1240,6.0,44.0,8.0,74.0
1241,1.0,89.0,1.0,338.0
1242,1.0,21.0,4.0,88.0
1243,0.0,16.0,1.0,65.0
1244,1.0,2.0,2.0,12.0
1245,2.0,58.0,3.0,195.0
1246,0.0,1.0,0.0,21.0
1247,3.0,45.0,5.0,107.0
1248,1.0,7.0,2.0,52.0
1249,1.0,15.0,3.0,73.0
1250,0.0,6.0,2.0,47.0
1251,2.0,29.0,2.0,116.0
1252,2.0,171.0,3.0,353.0
1253,2.0,8.0,4.0,52.0
1254,1.0,12.0,4.0,79.0
1255,1.0,45.0,0.0,153.0
1256,2.0,9.0,6.0,49.0
1257,1.0,31.0,1.0,108.0
1258,1.0,8.0,1.0,12.0
1259,1.0,19.0,0.0,74.0
1260,3.0,75.0,5.0,166.0
1261,2.0,60.0,2.0,284.0
1262,1.0,28.0,1.0,98.0
1263,0.0,27.0,0.0,71.0
1264,0.0,20.0,0.0,32.0
1265,0.0,7.0,1.0,21.0
1266,2.0,5.0,3.0,34.0
1267,6.0,30.0,12.0,124.0
1268,4.0,26.0,9.0,134.0
1269,2.0,35.0,2.0,134.0
1270,3.0,14.0,6.0,86.0
1271,0.0,30.0,0.0,78.0
1272,1.0,38.0,2.0,103.0
1273,1.0,11.0,3.0,55.0
1274,2.0,32.0,2.0,78.0
1275,0.0,17.0,1.0,49.0
1276,1.0,40.0,3.0,120.0
1277,4.0,22.0,12.0,150.0
1278,0.0,26.0,0.0,56.0
1279,0.0,20.0,2.0,80.0
1280,6.0,44.0,15.0,177.0
1281,3.0,135.0,4.0,352.0
1282,7.0,50.0,18.0,252.0
1283,3.0,22.0,5.0,84.0
1284,0.0,11.0,0.0,31.0
1285,1.0,45.0,2.0,137.0
1286,1.0,38.0,4.0,154.0
1287,2.0,19.0,5.0,79.0
1288,4.0,35.0,8.0,174.0
1289,1.0,16.0,4.0,60.0
1290,0.0,53.0,1.0,164.0
1291,5.0,32.0,14.0,212.0
1292,3.0,70.0,4.0,213.0
1293,2.0,8.0,4.0,28.0
1294,1.0,3.0,2.0,43.0
1295,3.0,17.0,4.0,71.0
1296,3.0,2.0,4.0,16.0
1297,2.0,40.0,1.0,139.0
1298,2.0,11.0,2.0,26.0
1299,0.0,27.0,0.0,68.0
1300,0.0,50.0,0.0,113.0
1301,1.0,18.0,2.0,64.0
1302,0.0,7.0,1.0,24.0
1303,2.0,42.0,6.0,126.0
1304,5.0,20.0,11.0,110.0
1305,1.0,25.0,4.0,101.0
1306,1.0,20.0,4.0,99.0
1307,0.0,52.0,0.0,127.0
1308,0.0,7.0,0.0,43.0
1309,0.0,22.0,2.0,95.0
1310,2.0,2.0,5.0,60.0
1311,7.0,58.0,13.0,184.0
1312,1.0,8.0,1.0,16.0
1313,1.0,21.0,2.0,72.0
1314,1.0,6.0,3.0,27.0
1315,3.0,24.0,4.0,126.0
1316,1.0,11.0,1.0,43.0
1317,4.0,6.0,6.0,49.0
1318,0.0,18.0,0.0,54.0
1319,0.0,10.0,2.0,45.0
1320,3.0,12.0,7.0,84.0
1321,3.0,78.0,1.0,171.0
1322,0.0,4.0,0.0,13.0
1323,1.0,45.0,1.0,99.0
1324,1.0,53.0,3.0,150.0
1325,0.0,11.0,1.0,74.0
1326,0.0,9.0,3.0,49.0
1327,5.0,20.0,11.0,110.0
1328,0.0,7.0,0.0,34.0
1329,1.0,17.0,0.0,38.0
1330,0.0,19.0,1.0,41.0
1331,2.0,13.0,4.0,30.0
1332,0.0,10.0,1.0,24.0
1333,1.0,8.0,5.0,68.0
1334,0.0,7.0,4.0,27.0
1335,0.0,44.0,0.0,170.0
1336,3.0,4.0,3.0,13.0
1337,2.0,21.0,1.0,67.0
1338,0.0,27.0,0.0,92.0
1339,2.0,9.0,3.0,23.0
1340,1.0,19.0,3.0,138.0
1341,1.0,92.0,2.0,181.0
1342,2.0,11.0,2.0,79.0
1343,2.0,7.0,2.0,35.0
1344,2.0,2.0,2.0,14.0
1345,1.0,6.0,3.0,54.0
1346,0.0,12.0,0.0,50.0
1347,2.0,48.0,3.0,146.0
1348,0.0,41.0,0.0,122.0
1349,1.0,16.0,2.0,43.0
1350,2.0,15.0,5.0,58.0
1351,1.0,19.0,3.0,71.0
1352,2.0,10.0,2.0,41.0
1353,4.0,34.0,8.0,94.0
1354,0.0,8.0,0.0,23.0
1355,3.0,14.0,8.0,84.0
1356,0.0,34.0,0.0,108.0
1357,5.0,32.0,10.0,112.0
1358,0.0,9.0,2.0,36.0
1359,3.0,34.0,12.0,194.0
1360,1.0,14.0,3.0,59.0
1361,3.0,37.0,6.0,109.0
1362,1.0,8.0,1.0,8.0
1363,0.0,48.0,0.0,150.0
1364,0.0,14.0,1.0,47.0
1365,1.0,16.0,0.0,71.0
1366,1.0,3.0,2.0,34.0
1367,2.0,33.0,4.0,97.0
1368,1.0,16.0,1.0,36.0
1369,2.0,28.0,2.0,124.0
1370,2.0,76.0,5.0,261.0
1371,2.0,9.0,3.0,104.0
1372,1.0,12.0,2.0,51.0
1373,1.0,54.0,3.0,195.0
1374,3.0,19.0,6.0,66.0
1375,2.0,13.0,3.0,28.0
1376,2.0,8.0,6.0,44.0
1377,2.0,11.0,2.0,50.0
1378,2.0,24.0,4.0,115.0
1379,0.0,24.0,1.0,59.0
1380,0.0,6.0,2.0,24.0
1381,2.0,22.0,3.0,48.0
1382,1.0,16.0,3.0,58.0
1383,3.0,2.0,5.0,32.0
1384,2.0,7.0,4.0,33.0
1385,0.0,47.0,0.0,155.0
1386,2.0,35.0,2.0,82.0
1387,3.0,14.0,3.0,41.0
1388,1.0,8.0,1.0,18.0
1389,0.0,36.0,1.0,65.0
1390,3.0,44.0,6.0,104.0
1391,1.0,5.0,4.0,54.0
1392,3.0,22.0,5.0,61.0
1393,1.0,2.0,1.0,42.0
1394,2.0,100.0,3.0,220.0
1395,0.0,8.0,0.0,16.0
1396,0.0,10.0,1.0,47.0
1397,1.0,43.0,0.0,82.0
1398,1.0,1.0,2.0,23.0
1399,1.0,45.0,1.0,181.0
1400,2.0,12.0,5.0,87.0
1401,2.0,20.0,1.0,63.0
1402,1.0,18.0,1.0,56.0
1403,0.0,12.0,0.0,28.0
1404,1.0,19.0,3.0,56.0
1405,2.0,13.0,3.0,41.0
1406,1.0,17.0,3.0,58.0
1407,2.0,18.0,1.0,47.0
1408,2.0,1.0,3.0,35.0
1409,2.0,3.0,1.0,12.0
1410,0.0,12.0,0.0,24.0
1411,1.0,6.0,4.0,30.0
1412,3.0,49.0,5.0,141.0
1413,3.0,15.0,4.0,35.0
1414,1.0,13.0,1.0,34.0
1415,0.0,14.0,0.0,88.0
1416,1.0,26.0,1.0,35.0
1417,2.0,93.0,6.0,305.0
1418,0.0,17.0,0.0,78.0
1419,1.0,51.0,0.0,252.0
1420,1.0,38.0,1.0,91.0
1421,1.0,21.0,1.0,62.0
1422,1.0,20.0,2.0,37.0
1423,1.0,0.0,0.0,21.0
1424,2.0,23.0,2.0,75.0
1425,1.0,78.0,1.0,286.0
1426,1.0,56.0,5.0,174.0
1427,6.0,30.0,12.0,132.0
1428,5.0,183.0,5.0,335.0
1429,0.0,7.0,2.0,34.0
1430,3.0,37.0,3.0,118.0
1431,10.0,124.0,15.0,259.0
1432,2.0,15.0,2.0,26.0
1433,1.0,37.0,3.0,117.0
1434,1.0,1.0,1.0,16.0
1435,7.0,50.0,16.0,190.0
1436,1.0,11.0,1.0,40.0
1437,0.0,23.0,0.0,55.0
1438,2.0,14.0,6.0,49.0
1439,1.0,4.0,2.0,37.0
1440,0.0,40.0,2.0,117.0
1441,0.0,16.0,0.0,52.0
1442,1.0,28.0,2.0,121.0
1443,1.0,6.0,5.0,49.0
1444,0.0,11.0,0.0,71.0
1445,1.0,2.0,1.0,8.0
1446,2.0,11.0,4.0,41.0
1447,4.0,17.0,3.0,45.0
1448,2.0,9.0,6.0,66.0
1449,0.0,19.0,1.0,49.0
1450,4.0,15.0,5.0,64.0
1451,0.0,47.0,1.0,289.0
1452,1.0,17.0,1.0,64.0
1453,0.0,23.0,0.0,54.0
1454,0.0,41.0,1.0,101.0
1455,1.0,16.0,1.0,48.0
1456,1.0,26.0,2.0,43.0
1457,0.0,24.0,0.0,62.0
1458,2.0,18.0,3.0,63.0
1459,0.0,7.0,0.0,33.0
1460,0.0,4.0,1.0,29.0
1461,1.0,37.0,0.0,168.0
1462,2.0,7.0,4.0,27.0
1463,1.0,7.0,2.0,34.0
1464,1.0,23.0,2.0,39.0
1465,0.0,2.0,0.0,19.0
1466,0.0,14.0,1.0,44.0
1467,1.0,3.0,3.0,22.0
1468,2.0,8.0,2.0,17.0
1469,0.0,27.0,1.0,100.0
1470,1.0,22.0,3.0,74.0
1471,0.0,8.0,0.0,32.0
1472,2.0,43.0,1.0,119.0
1473,0.0,18.0,0.0,45.0
1474,1.0,5.0,1.0,10.0
1475,1.0,66.0,4.0,171.0
1476,2.0,44.0,2.0,140.0
1477,0.0,22.0,0.0,78.0
1478,1.0,15.0,1.0,55.0
1479,0.0,18.0,0.0,49.0
1480,6.0,44.0,14.0,212.0
1481,2.0,12.0,6.0,126.0
1482,1.0,34.0,1.0,119.0
1483,0.0,6.0,1.0,11.0
1484,8.0,16.0,22.0,206.0
1485,1.0,10.0,2.0,33.0
1486,2.0,10.0,1.0,40.0
1487,0.0,11.0,0.0,34.0
1488,1.0,58.0,4.0,198.0
1489,1.0,21.0,2.0,65.0
1490,1.0,7.0,1.0,24.0
1491,2.0,9.0,2.0,41.0
1492,0.0,35.0,2.0,193.0
1493,0.0,31.0,1.0,73.0
1494,2.0,18.0,3.0,39.0
1495,5.0,32.0,8.0,74.0
1496,2.0,53.0,1.0,140.0
1497,0.0,11.0,0.0,27.0
1498,0.0,10.0,0.0,52.0
1499,2.0,12.0,4.0,36.0
1500,2.0,77.0,2.0,188.0
1501,1.0,16.0,3.0,49.0
1502,1.0,28.0,0.0,61.0
1503,1.0,10.0,2.0,21.0
1504,1.0,21.0,1.0,75.0
1505,2.0,13.0,3.0,46.0
1506,2.0,29.0,2.0,105.0
1507,1.0,7.0,1.0,19.0
1508,0.0,9.0,1.0,37.0
1509,1.0,19.0,1.0,67.0
1510,2.0,12.0,1.0,26.0
1511,2.0,8.0,5.0,39.0
1512,3.0,4.0,6.0,25.0
1513,1.0,22.0,2.0,45.0
1514,0.0,14.0,1.0,67.0
1515,1.0,9.0,5.0,66.0
1516,0.0,15.0,0.0,47.0
1517,4.0,36.0,4.0,256.0
