,bigram_coocurence,bigram_distinct,bigram_nostpwrd_coocurence,bigram_nostpwrd_distinct
772,2.0,384.0,1.0,177.0
773,1.0,26.0,0.0,2.0
774,5.0,109.0,3.0,49.0
775,12.0,150.0,5.0,32.0
776,3.0,25.0,2.0,8.0
777,6.0,37.0,4.0,12.0
778,1.0,20.0,1.0,20.0
779,0.0,124.0,0.0,40.0
780,12.0,124.0,6.0,30.0
781,2.0,79.0,2.0,23.0
782,0.0,19.0,0.0,4.0
783,4.0,75.0,1.0,6.0
784,3.0,60.0,2.0,17.0
785,9.0,145.0,3.0,52.0
786,2.0,27.0,1.0,8.0
787,3.0,33.0,1.0,11.0
788,3.0,94.0,1.0,12.0
789,4.0,111.0,2.0,25.0
790,2.0,37.0,0.0,4.0
791,2.0,115.0,2.0,14.0
792,4.0,88.0,1.0,31.0
793,0.0,149.0,1.0,32.0
794,4.0,323.0,1.0,53.0
795,0.0,128.0,0.0,52.0
796,1.0,22.0,0.0,7.0
797,3.0,34.0,1.0,8.0
798,5.0,164.0,2.0,31.0
799,2.0,51.0,2.0,7.0
800,1.0,101.0,0.0,33.0
801,5.0,83.0,1.0,19.0
802,4.0,53.0,3.0,30.0
803,12.0,124.0,6.0,54.0
804,1.0,40.0,1.0,16.0
805,1.0,20.0,1.0,2.0
806,9.0,72.0,4.0,12.0
807,1.0,76.0,1.0,28.0
808,1.0,28.0,1.0,4.0
809,3.0,167.0,3.0,52.0
810,0.0,9.0,0.0,7.0
811,5.0,157.0,4.0,90.0
812,3.0,84.0,4.0,29.0
813,1.0,107.0,1.0,33.0
814,3.0,259.0,3.0,119.0
815,3.0,12.0,3.0,4.0
816,12.0,159.0,5.0,33.0
817,4.0,39.0,4.0,12.0
818,4.0,56.0,4.0,15.0
819,3.0,23.0,3.0,7.0
820,3.0,41.0,1.0,7.0
821,2.0,31.0,0.0,7.0
822,4.0,55.0,1.0,22.0
823,2.0,84.0,0.0,36.0
824,3.0,53.0,1.0,7.0
825,5.0,235.0,1.0,73.0
826,10.0,151.0,6.0,25.0
827,1.0,44.0,0.0,4.0
828,1.0,16.0,1.0,5.0
829,4.0,68.0,2.0,24.0
830,7.0,50.0,3.0,10.0
831,0.0,84.0,0.0,50.0
832,2.0,20.0,1.0,1.0
833,3.0,58.0,2.0,37.0
834,2.0,84.0,1.0,37.0
835,0.0,92.0,1.0,31.0
836,0.0,17.0,0.0,3.0
837,4.0,48.0,3.0,18.0
838,4.0,61.0,2.0,11.0
839,3.0,34.0,4.0,17.0
840,0.0,35.0,1.0,0.0
841,3.0,51.0,0.0,12.0
842,0.0,30.0,1.0,7.0
843,3.0,90.0,1.0,42.0
844,10.0,90.0,4.0,12.0
845,0.0,24.0,0.0,4.0
846,1.0,63.0,1.0,23.0
847,3.0,40.0,1.0,4.0
848,0.0,20.0,2.0,3.0
849,0.0,49.0,0.0,12.0
850,4.0,179.0,2.0,47.0
851,1.0,64.0,2.0,18.0
852,2.0,11.0,3.0,4.0
853,6.0,37.0,3.0,10.0
854,3.0,14.0,2.0,8.0
855,2.0,172.0,0.0,43.0
856,3.0,42.0,2.0,14.0
857,3.0,39.0,2.0,21.0
858,3.0,41.0,2.0,4.0
859,1.0,36.0,1.0,7.0
860,1.0,52.0,1.0,25.0
861,6.0,117.0,3.0,22.0
862,3.0,61.0,3.0,25.0
863,1.0,58.0,3.0,20.0
864,1.0,63.0,1.0,23.0
865,0.0,82.0,0.0,12.0
866,0.0,38.0,0.0,8.0
867,3.0,30.0,4.0,14.0
868,4.0,36.0,2.0,12.0
869,4.0,110.0,2.0,25.0
870,1.0,72.0,3.0,30.0
871,1.0,20.0,2.0,2.0
872,0.0,46.0,0.0,16.0
873,2.0,30.0,1.0,17.0
874,3.0,34.0,2.0,8.0
875,1.0,27.0,0.0,9.0
876,0.0,171.0,0.0,48.0
877,10.0,90.0,6.0,30.0
878,1.0,50.0,0.0,11.0
879,4.0,46.0,3.0,14.0
880,2.0,50.0,1.0,25.0
881,1.0,52.0,0.0,27.0
882,3.0,88.0,2.0,17.0
883,1.0,20.0,1.0,4.0
884,2.0,13.0,0.0,1.0
885,2.0,55.0,1.0,32.0
886,1.0,91.0,1.0,48.0
887,2.0,37.0,1.0,7.0
888,0.0,59.0,1.0,16.0
889,0.0,100.0,0.0,40.0
890,1.0,58.0,0.0,13.0
891,3.0,6.0,2.0,2.0
892,0.0,21.0,1.0,4.0
893,2.0,198.0,1.0,57.0
894,1.0,21.0,2.0,8.0
895,3.0,125.0,1.0,19.0
896,1.0,34.0,0.0,7.0
897,3.0,274.0,3.0,111.0
898,3.0,46.0,1.0,12.0
899,1.0,28.0,1.0,11.0
900,4.0,101.0,4.0,35.0
901,2.0,27.0,0.0,4.0
902,2.0,107.0,1.0,27.0
903,2.0,12.0,2.0,0.0
904,3.0,269.0,0.0,103.0
905,4.0,22.0,2.0,5.0
906,6.0,37.0,3.0,10.0
907,0.0,36.0,0.0,21.0
908,3.0,128.0,1.0,32.0
909,10.0,134.0,2.0,18.0
910,12.0,151.0,6.0,45.0
911,1.0,58.0,0.0,16.0
912,0.0,30.0,0.0,11.0
913,1.0,28.0,2.0,2.0
914,0.0,172.0,1.0,63.0
915,2.0,31.0,2.0,14.0
916,0.0,60.0,0.0,24.0
917,6.0,236.0,4.0,80.0
918,3.0,67.0,0.0,10.0
919,2.0,80.0,0.0,13.0
920,1.0,8.0,0.0,1.0
921,2.0,59.0,0.0,24.0
922,0.0,40.0,0.0,10.0
923,3.0,95.0,2.0,19.0
924,1.0,40.0,0.0,14.0
925,3.0,16.0,3.0,4.0
926,2.0,80.0,0.0,23.0
927,0.0,50.0,1.0,11.0
928,1.0,110.0,1.0,33.0
929,1.0,28.0,1.0,13.0
930,6.0,501.0,2.0,141.0
931,1.0,16.0,1.0,0.0
932,3.0,230.0,4.0,85.0
933,3.0,18.0,1.0,3.0
934,3.0,19.0,2.0,4.0
935,2.0,40.0,2.0,17.0
936,1.0,32.0,2.0,12.0
937,6.0,44.0,2.0,8.0
938,12.0,172.0,5.0,39.0
939,7.0,446.0,2.0,121.0
940,0.0,26.0,1.0,3.0
941,5.0,32.0,2.0,8.0
942,7.0,54.0,4.0,17.0
943,10.0,90.0,4.0,12.0
944,1.0,161.0,0.0,60.0
945,11.0,130.0,6.0,40.0
946,0.0,64.0,1.0,15.0
947,1.0,30.0,0.0,7.0
948,1.0,247.0,0.0,51.0
949,0.0,70.0,1.0,35.0
950,3.0,50.0,3.0,21.0
951,3.0,38.0,2.0,12.0
952,7.0,120.0,2.0,10.0
953,1.0,72.0,1.0,34.0
954,1.0,80.0,1.0,6.0
955,1.0,210.0,1.0,80.0
956,1.0,32.0,1.0,2.0
957,3.0,9.0,2.0,0.0
958,1.0,43.0,1.0,22.0
959,0.0,174.0,1.0,98.0
960,2.0,69.0,1.0,9.0
961,5.0,147.0,3.0,70.0
962,1.0,36.0,2.0,4.0
963,2.0,56.0,0.0,10.0
964,1.0,40.0,3.0,6.0
965,5.0,130.0,2.0,32.0
966,2.0,47.0,1.0,12.0
967,10.0,124.0,5.0,39.0
968,4.0,48.0,3.0,30.0
969,5.0,74.0,1.0,18.0
970,2.0,98.0,1.0,33.0
971,3.0,60.0,2.0,14.0
972,2.0,64.0,1.0,19.0
973,2.0,27.0,4.0,6.0
974,3.0,60.0,1.0,19.0
975,6.0,76.0,4.0,17.0
976,12.0,145.0,5.0,26.0
977,1.0,73.0,1.0,23.0
978,2.0,25.0,0.0,3.0
979,3.0,33.0,1.0,2.0
980,0.0,87.0,0.0,20.0
981,3.0,60.0,2.0,17.0
982,5.0,220.0,2.0,65.0
983,2.0,93.0,0.0,23.0
984,6.0,137.0,3.0,33.0
985,0.0,68.0,0.0,26.0
986,0.0,38.0,0.0,21.0
987,3.0,22.0,1.0,4.0
988,4.0,97.0,3.0,19.0
989,1.0,60.0,1.0,12.0
990,1.0,56.0,0.0,19.0
991,2.0,66.0,2.0,23.0
992,4.0,90.0,1.0,17.0
993,4.0,64.0,3.0,10.0
994,0.0,124.0,0.0,32.0
995,3.0,35.0,3.0,6.0
996,2.0,30.0,1.0,11.0
997,1.0,111.0,0.0,27.0
998,1.0,128.0,1.0,26.0
999,8.0,145.0,3.0,41.0
1000,0.0,22.0,0.0,6.0
1001,6.0,93.0,4.0,23.0
1002,0.0,19.0,1.0,2.0
1003,0.0,8.0,0.0,2.0
1004,3.0,160.0,2.0,61.0
1005,1.0,54.0,1.0,21.0
1006,2.0,184.0,1.0,69.0
1007,5.0,105.0,2.0,37.0
1008,3.0,35.0,1.0,17.0
1009,2.0,44.0,0.0,9.0
1010,2.0,24.0,2.0,2.0
1011,1.0,51.0,1.0,2.0
1012,4.0,143.0,2.0,37.0
1013,6.0,89.0,4.0,23.0
1014,1.0,80.0,1.0,20.0
1015,2.0,126.0,0.0,51.0
1016,2.0,133.0,2.0,59.0
1017,3.0,9.0,2.0,0.0
1018,12.0,175.0,6.0,80.0
1019,6.0,51.0,4.0,9.0
1020,2.0,29.0,2.0,15.0
1021,1.0,119.0,1.0,20.0
1022,0.0,84.0,0.0,31.0
1023,4.0,13.0,2.0,1.0
1024,1.0,168.0,0.0,68.0
1025,1.0,30.0,1.0,8.0
1026,0.0,58.0,0.0,22.0
1027,1.0,57.0,0.0,18.0
1028,0.0,24.0,1.0,5.0
1029,3.0,62.0,2.0,24.0
1030,2.0,189.0,0.0,47.0
1031,2.0,40.0,3.0,9.0
1032,4.0,17.0,2.0,0.0
1033,1.0,101.0,1.0,38.0
1034,5.0,87.0,2.0,20.0
1035,1.0,51.0,0.0,15.0
1036,0.0,4.0,0.0,2.0
1037,2.0,75.0,1.0,17.0
1038,6.0,52.0,2.0,7.0
1039,1.0,7.0,1.0,7.0
1040,0.0,92.0,1.0,21.0
1041,0.0,70.0,0.0,24.0
1042,4.0,38.0,2.0,8.0
1043,3.0,15.0,1.0,5.0
1044,1.0,56.0,1.0,20.0
1045,2.0,68.0,2.0,51.0
1046,3.0,42.0,2.0,13.0
1047,4.0,66.0,2.0,31.0
1048,2.0,17.0,1.0,1.0
1049,2.0,108.0,1.0,26.0
1050,2.0,67.0,2.0,19.0
1051,5.0,100.0,1.0,7.0
1052,5.0,117.0,2.0,38.0
1053,2.0,27.0,1.0,13.0
1054,0.0,78.0,0.0,27.0
1055,0.0,54.0,0.0,23.0
1056,5.0,132.0,2.0,21.0
1057,1.0,27.0,2.0,8.0
1058,6.0,44.0,2.0,8.0
1059,1.0,38.0,2.0,26.0
1060,1.0,41.0,0.0,7.0
1061,3.0,28.0,2.0,13.0
1062,3.0,53.0,2.0,17.0
1063,7.0,49.0,5.0,25.0
1064,4.0,310.0,1.0,99.0
1065,2.0,55.0,0.0,18.0
1066,0.0,62.0,1.0,13.0
1067,0.0,101.0,0.0,28.0
1068,1.0,30.0,1.0,9.0
1069,3.0,90.0,1.0,6.0
1070,5.0,146.0,3.0,44.0
1071,3.0,62.0,3.0,10.0
1072,2.0,137.0,1.0,52.0
1073,1.0,107.0,2.0,44.0
1074,2.0,112.0,1.0,35.0
1075,1.0,372.0,1.0,165.0
1076,3.0,35.0,2.0,16.0
1077,2.0,5.0,1.0,0.0
1078,0.0,66.0,0.0,25.0
1079,2.0,56.0,1.0,21.0
1080,3.0,197.0,0.0,53.0
1081,1.0,12.0,2.0,2.0
1082,4.0,32.0,2.0,9.0
1083,0.0,40.0,0.0,12.0
1084,2.0,52.0,0.0,16.0
1085,3.0,81.0,0.0,20.0
1086,1.0,39.0,1.0,4.0
1087,2.0,52.0,2.0,12.0
1088,1.0,25.0,1.0,11.0
1089,1.0,49.0,1.0,17.0
1090,4.0,13.0,2.0,1.0
1091,2.0,33.0,1.0,12.0
1092,0.0,81.0,2.0,29.0
1093,2.0,43.0,1.0,9.0
1094,2.0,14.0,0.0,1.0
1095,1.0,65.0,0.0,22.0
1096,5.0,159.0,3.0,34.0
1097,2.0,53.0,2.0,11.0
1098,3.0,216.0,1.0,82.0
1099,1.0,159.0,1.0,44.0
1100,8.0,499.0,5.0,145.0
1101,1.0,4.0,1.0,4.0
1102,1.0,39.0,1.0,11.0
1103,3.0,206.0,3.0,38.0
1104,1.0,37.0,2.0,13.0
1105,0.0,26.0,0.0,8.0
1106,6.0,78.0,2.0,18.0
1107,1.0,36.0,1.0,11.0
1108,10.0,139.0,6.0,45.0
1109,0.0,30.0,1.0,12.0
1110,1.0,55.0,3.0,19.0
1111,10.0,173.0,7.0,65.0
1112,3.0,105.0,1.0,21.0
1113,3.0,45.0,1.0,10.0
1114,4.0,103.0,2.0,19.0
1115,5.0,39.0,3.0,9.0
1116,4.0,46.0,3.0,9.0
1117,1.0,98.0,1.0,16.0
1118,2.0,43.0,2.0,22.0
1119,3.0,39.0,1.0,15.0
1120,2.0,31.0,1.0,17.0
1121,0.0,23.0,0.0,15.0
1122,1.0,31.0,1.0,12.0
1123,1.0,30.0,0.0,7.0
1124,5.0,226.0,0.0,27.0
1125,0.0,135.0,0.0,44.0
1126,0.0,132.0,0.0,31.0
1127,0.0,62.0,0.0,24.0
1128,2.0,25.0,1.0,8.0
1129,2.0,61.0,1.0,22.0
1130,1.0,110.0,1.0,22.0
1131,1.0,27.0,1.0,16.0
1132,1.0,57.0,0.0,5.0
1133,1.0,169.0,2.0,64.0
1134,3.0,116.0,2.0,54.0
1135,0.0,20.0,0.0,8.0
1136,0.0,208.0,0.0,69.0
1137,1.0,23.0,1.0,18.0
1138,1.0,52.0,0.0,31.0
1139,0.0,28.0,0.0,6.0
1140,6.0,327.0,3.0,82.0
1141,5.0,32.0,3.0,4.0
1142,0.0,198.0,0.0,31.0
1143,0.0,33.0,0.0,3.0
1144,3.0,24.0,1.0,7.0
1145,0.0,41.0,0.0,9.0
1146,0.0,101.0,0.0,30.0
1147,3.0,105.0,1.0,35.0
1148,2.0,60.0,2.0,17.0
1149,0.0,14.0,1.0,4.0
1150,0.0,40.0,0.0,12.0
1151,1.0,11.0,2.0,4.0
1152,5.0,45.0,3.0,23.0
1153,2.0,112.0,1.0,45.0
1154,1.0,159.0,0.0,64.0
1155,5.0,136.0,2.0,34.0
1156,5.0,59.0,3.0,15.0
1157,2.0,19.0,1.0,8.0
1158,0.0,300.0,0.0,92.0
1159,4.0,81.0,1.0,26.0
1160,0.0,114.0,1.0,23.0
1161,1.0,158.0,1.0,39.0
1162,3.0,7.0,2.0,1.0
1163,0.0,75.0,0.0,27.0
1164,1.0,44.0,1.0,16.0
1165,3.0,38.0,1.0,8.0
1166,1.0,25.0,1.0,9.0
1167,2.0,81.0,1.0,8.0
1168,3.0,93.0,2.0,44.0
1169,2.0,31.0,1.0,12.0
1170,1.0,12.0,2.0,3.0
1171,4.0,51.0,2.0,9.0
1172,0.0,23.0,0.0,4.0
1173,3.0,102.0,3.0,28.0
1174,2.0,34.0,2.0,28.0
1175,3.0,90.0,1.0,20.0
1176,8.0,409.0,2.0,101.0
1177,9.0,72.0,4.0,12.0
1178,21.0,228.0,7.0,34.0
1179,1.0,21.0,0.0,2.0
1180,3.0,14.0,2.0,4.0
1181,5.0,51.0,1.0,11.0
1182,1.0,30.0,0.0,9.0
1183,3.0,43.0,2.0,17.0
1184,14.0,174.0,6.0,30.0
1185,4.0,31.0,1.0,7.0
1186,2.0,432.0,2.0,80.0
1187,1.0,38.0,1.0,14.0
1188,3.0,40.0,4.0,20.0
1189,1.0,17.0,2.0,6.0
1190,6.0,99.0,2.0,12.0
1191,0.0,24.0,0.0,4.0
1192,2.0,37.0,0.0,7.0
1193,2.0,36.0,2.0,24.0
1194,5.0,26.0,2.0,5.0
1195,3.0,206.0,3.0,75.0
1196,0.0,23.0,0.0,5.0
1197,1.0,95.0,1.0,11.0
1198,3.0,29.0,2.0,6.0
1199,1.0,139.0,0.0,58.0
1200,2.0,126.0,0.0,26.0
1201,1.0,52.0,1.0,12.0
1202,2.0,79.0,0.0,17.0
1203,1.0,65.0,0.0,7.0
1204,1.0,30.0,3.0,10.0
1205,2.0,49.0,1.0,16.0
1206,0.0,87.0,0.0,17.0
1207,4.0,149.0,3.0,58.0
1208,1.0,94.0,1.0,20.0
1209,1.0,12.0,2.0,2.0
1210,1.0,75.0,0.0,10.0
1211,0.0,33.0,0.0,5.0
1212,4.0,72.0,4.0,22.0
1213,1.0,198.0,0.0,44.0
1214,2.0,14.0,0.0,4.0
1215,1.0,33.0,1.0,11.0
1216,2.0,36.0,0.0,10.0
1217,2.0,101.0,1.0,34.0
1218,3.0,108.0,2.0,13.0
1219,0.0,24.0,0.0,11.0
1220,3.0,68.0,2.0,20.0
1221,6.0,37.0,4.0,13.0
1222,2.0,43.0,0.0,3.0
1223,4.0,162.0,3.0,58.0
1224,12.0,235.0,7.0,69.0
1225,4.0,32.0,2.0,14.0
1226,7.0,50.0,3.0,7.0
1227,1.0,75.0,0.0,24.0
1228,5.0,88.0,1.0,14.0
1229,8.0,136.0,6.0,77.0
1230,1.0,48.0,0.0,16.0
1231,1.0,39.0,0.0,10.0
1232,2.0,27.0,1.0,4.0
1233,3.0,66.0,4.0,17.0
1234,3.0,49.0,1.0,16.0
1235,4.0,33.0,4.0,9.0
1236,4.0,29.0,2.0,5.0
1237,4.0,32.0,3.0,6.0
1238,2.0,29.0,2.0,7.0
1239,0.0,47.0,1.0,11.0
1240,8.0,74.0,6.0,44.0
1241,1.0,338.0,1.0,89.0
1242,4.0,88.0,1.0,21.0
1243,1.0,65.0,0.0,16.0
1244,2.0,12.0,1.0,2.0
1245,3.0,195.0,2.0,58.0
1246,0.0,21.0,0.0,1.0
1247,5.0,107.0,3.0,45.0
1248,2.0,52.0,1.0,7.0
1249,3.0,73.0,1.0,15.0
1250,2.0,47.0,0.0,6.0
1251,2.0,116.0,2.0,29.0
1252,3.0,353.0,2.0,171.0
1253,4.0,52.0,2.0,8.0
1254,4.0,79.0,1.0,12.0
1255,0.0,153.0,1.0,45.0
1256,6.0,49.0,2.0,9.0
1257,1.0,108.0,1.0,31.0
1258,1.0,12.0,1.0,8.0
1259,0.0,74.0,1.0,19.0
1260,5.0,166.0,3.0,75.0
1261,2.0,284.0,2.0,60.0
1262,1.0,98.0,1.0,28.0
1263,0.0,71.0,0.0,27.0
1264,0.0,32.0,0.0,20.0
1265,1.0,21.0,0.0,7.0
1266,3.0,34.0,2.0,5.0
1267,12.0,124.0,6.0,30.0
1268,9.0,134.0,4.0,26.0
1269,2.0,134.0,2.0,35.0
1270,6.0,86.0,3.0,14.0
1271,0.0,78.0,0.0,30.0
1272,2.0,103.0,1.0,38.0
1273,3.0,55.0,1.0,11.0
1274,2.0,78.0,2.0,32.0
1275,1.0,49.0,0.0,17.0
1276,3.0,120.0,1.0,40.0
1277,12.0,150.0,4.0,22.0
1278,0.0,56.0,0.0,26.0
1279,2.0,80.0,0.0,20.0
1280,15.0,177.0,6.0,44.0
1281,4.0,352.0,3.0,135.0
1282,18.0,252.0,7.0,50.0
1283,5.0,84.0,3.0,22.0
1284,0.0,31.0,0.0,11.0
1285,2.0,137.0,1.0,45.0
1286,4.0,154.0,1.0,38.0
1287,5.0,79.0,2.0,19.0
1288,8.0,174.0,4.0,35.0
1289,4.0,60.0,1.0,16.0
1290,1.0,164.0,0.0,53.0
1291,14.0,212.0,5.0,32.0
1292,4.0,213.0,3.0,70.0
1293,4.0,28.0,2.0,8.0
1294,2.0,43.0,1.0,3.0
1295,4.0,71.0,3.0,17.0
1296,4.0,16.0,3.0,2.0
1297,1.0,139.0,2.0,40.0
1298,2.0,26.0,2.0,11.0
1299,0.0,68.0,0.0,27.0
1300,0.0,113.0,0.0,50.0
1301,2.0,64.0,1.0,18.0
1302,1.0,24.0,0.0,7.0
1303,6.0,126.0,2.0,42.0
1304,11.0,110.0,5.0,20.0
1305,4.0,101.0,1.0,25.0
1306,4.0,99.0,1.0,20.0
1307,0.0,127.0,0.0,52.0
1308,0.0,43.0,0.0,7.0
1309,2.0,95.0,0.0,22.0
1310,5.0,60.0,2.0,2.0
1311,13.0,184.0,7.0,58.0
1312,1.0,16.0,1.0,8.0
1313,2.0,72.0,1.0,21.0
1314,3.0,27.0,1.0,6.0
1315,4.0,126.0,3.0,24.0
1316,1.0,43.0,1.0,11.0
1317,6.0,49.0,4.0,6.0
1318,0.0,54.0,0.0,18.0
1319,2.0,45.0,0.0,10.0
1320,7.0,84.0,3.0,12.0
1321,1.0,171.0,3.0,78.0
1322,0.0,13.0,0.0,4.0
1323,1.0,99.0,1.0,45.0
1324,3.0,150.0,1.0,53.0
1325,1.0,74.0,0.0,11.0
1326,3.0,49.0,0.0,9.0
1327,11.0,110.0,5.0,20.0
1328,0.0,34.0,0.0,7.0
1329,0.0,38.0,1.0,17.0
1330,1.0,41.0,0.0,19.0
1331,4.0,30.0,2.0,13.0
1332,1.0,24.0,0.0,10.0
1333,5.0,68.0,1.0,8.0
1334,4.0,27.0,0.0,7.0
1335,0.0,170.0,0.0,44.0
1336,3.0,13.0,3.0,4.0
1337,1.0,67.0,2.0,21.0
1338,0.0,92.0,0.0,27.0
1339,3.0,23.0,2.0,9.0
1340,3.0,138.0,1.0,19.0
1341,2.0,181.0,1.0,92.0
1342,2.0,79.0,2.0,11.0
1343,2.0,35.0,2.0,7.0
1344,2.0,14.0,2.0,2.0
1345,3.0,54.0,1.0,6.0
1346,0.0,50.0,0.0,12.0
1347,3.0,146.0,2.0,48.0
1348,0.0,122.0,0.0,41.0
1349,2.0,43.0,1.0,16.0
1350,5.0,58.0,2.0,15.0
1351,3.0,71.0,1.0,19.0
1352,2.0,41.0,2.0,10.0
1353,8.0,94.0,4.0,34.0
1354,0.0,23.0,0.0,8.0
1355,8.0,84.0,3.0,14.0
1356,0.0,108.0,0.0,34.0
1357,10.0,112.0,5.0,32.0
1358,2.0,36.0,0.0,9.0
1359,12.0,194.0,3.0,34.0
1360,3.0,59.0,1.0,14.0
1361,6.0,109.0,3.0,37.0
1362,1.0,8.0,1.0,8.0
1363,0.0,150.0,0.0,48.0
1364,1.0,47.0,0.0,14.0
1365,0.0,71.0,1.0,16.0
1366,2.0,34.0,1.0,3.0
1367,4.0,97.0,2.0,33.0
1368,1.0,36.0,1.0,16.0
1369,2.0,124.0,2.0,28.0
1370,5.0,261.0,2.0,76.0
1371,3.0,104.0,2.0,9.0
1372,2.0,51.0,1.0,12.0
1373,3.0,195.0,1.0,54.0
1374,6.0,66.0,3.0,19.0
1375,3.0,28.0,2.0,13.0
1376,6.0,44.0,2.0,8.0
1377,2.0,50.0,2.0,11.0
1378,4.0,115.0,2.0,24.0
1379,1.0,59.0,0.0,24.0
1380,2.0,24.0,0.0,6.0
1381,3.0,48.0,2.0,22.0
1382,3.0,58.0,1.0,16.0
1383,5.0,32.0,3.0,2.0
1384,4.0,33.0,2.0,7.0
1385,0.0,155.0,0.0,47.0
1386,2.0,82.0,2.0,35.0
1387,3.0,41.0,3.0,14.0
1388,1.0,18.0,1.0,8.0
1389,1.0,65.0,0.0,36.0
1390,6.0,104.0,3.0,44.0
1391,4.0,54.0,1.0,5.0
1392,5.0,61.0,3.0,22.0
1393,1.0,42.0,1.0,2.0
1394,3.0,220.0,2.0,100.0
1395,0.0,16.0,0.0,8.0
1396,1.0,47.0,0.0,10.0
1397,0.0,82.0,1.0,43.0
1398,2.0,23.0,1.0,1.0
1399,1.0,181.0,1.0,45.0
1400,5.0,87.0,2.0,12.0
1401,1.0,63.0,2.0,20.0
1402,1.0,56.0,1.0,18.0
1403,0.0,28.0,0.0,12.0
1404,3.0,56.0,1.0,19.0
1405,3.0,41.0,2.0,13.0
1406,3.0,58.0,1.0,17.0
1407,1.0,47.0,2.0,18.0
1408,3.0,35.0,2.0,1.0
1409,1.0,12.0,2.0,3.0
1410,0.0,24.0,0.0,12.0
1411,4.0,30.0,1.0,6.0
1412,5.0,141.0,3.0,49.0
1413,4.0,35.0,3.0,15.0
1414,1.0,34.0,1.0,13.0
1415,0.0,88.0,0.0,14.0
1416,1.0,35.0,1.0,26.0
1417,6.0,305.0,2.0,93.0
1418,0.0,78.0,0.0,17.0
1419,0.0,252.0,1.0,51.0
1420,1.0,91.0,1.0,38.0
1421,1.0,62.0,1.0,21.0
1422,2.0,37.0,1.0,20.0
1423,0.0,21.0,1.0,0.0
1424,2.0,75.0,2.0,23.0
1425,1.0,286.0,1.0,78.0
1426,5.0,174.0,1.0,56.0
1427,12.0,132.0,6.0,30.0
1428,5.0,335.0,5.0,183.0
1429,2.0,34.0,0.0,7.0
1430,3.0,118.0,3.0,37.0
1431,15.0,259.0,10.0,124.0
1432,2.0,26.0,2.0,15.0
1433,3.0,117.0,1.0,37.0
1434,1.0,16.0,1.0,1.0
1435,16.0,190.0,7.0,50.0
1436,1.0,40.0,1.0,11.0
1437,0.0,55.0,0.0,23.0
1438,6.0,49.0,2.0,14.0
1439,2.0,37.0,1.0,4.0
1440,2.0,117.0,0.0,40.0
1441,0.0,52.0,0.0,16.0
1442,2.0,121.0,1.0,28.0
1443,5.0,49.0,1.0,6.0
1444,0.0,71.0,0.0,11.0
1445,1.0,8.0,1.0,2.0
1446,4.0,41.0,2.0,11.0
1447,3.0,45.0,4.0,17.0
1448,6.0,66.0,2.0,9.0
1449,1.0,49.0,0.0,19.0
1450,5.0,64.0,4.0,15.0
1451,1.0,289.0,0.0,47.0
1452,1.0,64.0,1.0,17.0
1453,0.0,54.0,0.0,23.0
1454,1.0,101.0,0.0,41.0
1455,1.0,48.0,1.0,16.0
1456,2.0,43.0,1.0,26.0
1457,0.0,62.0,0.0,24.0
1458,3.0,63.0,2.0,18.0
1459,0.0,33.0,0.0,7.0
1460,1.0,29.0,0.0,4.0
1461,0.0,168.0,1.0,37.0
1462,4.0,27.0,2.0,7.0
1463,2.0,34.0,1.0,7.0
1464,2.0,39.0,1.0,23.0
1465,0.0,19.0,0.0,2.0
1466,1.0,44.0,0.0,14.0
1467,3.0,22.0,1.0,3.0
1468,2.0,17.0,2.0,8.0
1469,1.0,100.0,0.0,27.0
1470,3.0,74.0,1.0,22.0
1471,0.0,32.0,0.0,8.0
1472,1.0,119.0,2.0,43.0
1473,0.0,45.0,0.0,18.0
1474,1.0,10.0,1.0,5.0
1475,4.0,171.0,1.0,66.0
1476,2.0,140.0,2.0,44.0
1477,0.0,78.0,0.0,22.0
1478,1.0,55.0,1.0,15.0
1479,0.0,49.0,0.0,18.0
1480,14.0,212.0,6.0,44.0
1481,6.0,126.0,2.0,12.0
1482,1.0,119.0,1.0,34.0
1483,1.0,11.0,0.0,6.0
1484,22.0,206.0,8.0,16.0
1485,2.0,33.0,1.0,10.0
1486,1.0,40.0,2.0,10.0
1487,0.0,34.0,0.0,11.0
1488,4.0,198.0,1.0,58.0
1489,2.0,65.0,1.0,21.0
1490,1.0,24.0,1.0,7.0
1491,2.0,41.0,2.0,9.0
1492,2.0,193.0,0.0,35.0
1493,1.0,73.0,0.0,31.0
1494,3.0,39.0,2.0,18.0
1495,8.0,74.0,5.0,32.0
1496,1.0,140.0,2.0,53.0
1497,0.0,27.0,0.0,11.0
1498,0.0,52.0,0.0,10.0
1499,4.0,36.0,2.0,12.0
1500,2.0,188.0,2.0,77.0
1501,3.0,49.0,1.0,16.0
1502,0.0,61.0,1.0,28.0
1503,2.0,21.0,1.0,10.0
1504,1.0,75.0,1.0,21.0
1505,3.0,46.0,2.0,13.0
1506,2.0,105.0,2.0,29.0
1507,1.0,19.0,1.0,7.0
1508,1.0,37.0,0.0,9.0
1509,1.0,67.0,1.0,19.0
1510,1.0,26.0,2.0,12.0
1511,5.0,39.0,2.0,8.0
1512,6.0,25.0,3.0,4.0
1513,2.0,45.0,1.0,22.0
1514,1.0,67.0,0.0,14.0
1515,5.0,66.0,1.0,9.0
1516,0.0,47.0,0.0,15.0
1517,4.0,256.0,4.0,36.0
