,q1_neigh,q2_neigh,common_neigh,distinct_neigh,clique_size,shortest_path
535,4.0,4.0,3.0,5.0,3.0,2.0
536,7.0,5.0,0.0,12.0,6.0,10.0
537,4.0,7.0,2.0,9.0,4.0,2.0
538,13.0,12.0,10.0,15.0,8.0,2.0
539,15.0,19.0,14.0,20.0,13.0,2.0
540,9.0,31.0,2.0,38.0,9.0,2.0
541,6.0,5.0,4.0,7.0,6.0,2.0
542,7.0,1.0,0.0,8.0,2.0,10.0
543,11.0,10.0,8.0,13.0,9.0,2.0
544,15.0,15.0,14.0,16.0,11.0,2.0
545,6.0,1.0,0.0,7.0,2.0,10.0
546,6.0,7.0,5.0,8.0,7.0,2.0
547,4.0,1.0,0.0,5.0,2.0,10.0
548,9.0,8.0,6.0,11.0,8.0,2.0
549,6.0,3.0,2.0,7.0,3.0,2.0
550,11.0,4.0,2.0,13.0,7.0,2.0
551,2.0,4.0,0.0,6.0,2.0,3.0
552,15.0,3.0,0.0,18.0,2.0,3.0
553,8.0,31.0,0.0,39.0,7.0,3.0
554,19.0,14.0,10.0,23.0,11.0,2.0
555,10.0,1.0,0.0,11.0,2.0,10.0
556,10.0,5.0,3.0,12.0,9.0,2.0
557,1.0,4.0,0.0,5.0,2.0,10.0
558,2.0,6.0,1.0,7.0,3.0,2.0
559,27.0,51.0,19.0,59.0,21.0,2.0
560,5.0,2.0,0.0,7.0,5.0,4.0
561,6.0,11.0,3.0,14.0,4.0,2.0
562,4.0,1.0,0.0,5.0,2.0,10.0
563,6.0,1.0,0.0,7.0,5.0,10.0
564,5.0,1.0,0.0,6.0,3.0,10.0
565,4.0,6.0,3.0,7.0,5.0,2.0
566,38.0,31.0,27.0,42.0,20.0,2.0
567,1.0,5.0,0.0,6.0,2.0,10.0
568,19.0,19.0,18.0,20.0,15.0,2.0
569,4.0,1.0,0.0,5.0,2.0,10.0
570,4.0,1.0,0.0,5.0,2.0,10.0
571,10.0,15.0,9.0,16.0,10.0,2.0
572,1.0,6.0,0.0,7.0,2.0,10.0
573,4.0,2.0,1.0,5.0,3.0,2.0
574,1.0,5.0,0.0,6.0,2.0,10.0
575,9.0,1.0,0.0,10.0,2.0,10.0
576,13.0,15.0,10.0,18.0,10.0,2.0
577,5.0,5.0,4.0,6.0,6.0,2.0
578,9.0,8.0,6.0,11.0,8.0,2.0
579,19.0,22.0,14.0,27.0,12.0,2.0
580,6.0,7.0,5.0,8.0,7.0,2.0
581,5.0,2.0,0.0,7.0,3.0,3.0
582,1.0,4.0,0.0,5.0,2.0,10.0
583,5.0,1.0,0.0,6.0,2.0,10.0
584,11.0,11.0,10.0,12.0,11.0,2.0
585,3.0,15.0,1.0,17.0,3.0,2.0
586,11.0,6.0,4.0,13.0,7.0,2.0
587,12.0,1.0,0.0,13.0,2.0,10.0
588,88.0,42.0,37.0,93.0,31.0,2.0
589,1.0,10.0,0.0,11.0,2.0,10.0
590,13.0,13.0,12.0,14.0,11.0,2.0
591,40.0,49.0,19.0,70.0,21.0,2.0
592,9.0,15.0,5.0,19.0,7.0,2.0
593,7.0,4.0,3.0,8.0,7.0,2.0
594,7.0,1.0,0.0,8.0,2.0,10.0
595,4.0,1.0,0.0,5.0,4.0,10.0
596,5.0,4.0,3.0,6.0,4.0,2.0
597,22.0,22.0,18.0,26.0,19.0,2.0
598,9.0,2.0,1.0,10.0,6.0,2.0
599,6.0,1.0,0.0,7.0,3.0,10.0
600,8.0,1.0,0.0,9.0,2.0,10.0
601,13.0,17.0,12.0,18.0,12.0,2.0
602,43.0,43.0,39.0,47.0,31.0,2.0
603,1.0,6.0,0.0,7.0,2.0,10.0
604,4.0,4.0,0.0,8.0,2.0,10.0
605,4.0,1.0,0.0,5.0,2.0,10.0
606,7.0,1.0,0.0,8.0,2.0,10.0
607,22.0,18.0,15.0,25.0,17.0,2.0
608,16.0,12.0,11.0,17.0,13.0,2.0
609,3.0,14.0,2.0,15.0,4.0,2.0
610,11.0,11.0,10.0,12.0,9.0,2.0
611,2.0,4.0,1.0,5.0,3.0,2.0
612,11.0,11.0,8.0,14.0,8.0,2.0
613,2.0,18.0,1.0,19.0,3.0,2.0
614,8.0,1.0,0.0,9.0,2.0,10.0
615,4.0,4.0,3.0,5.0,5.0,2.0
616,9.0,1.0,0.0,10.0,2.0,10.0
617,4.0,1.0,0.0,5.0,2.0,10.0
618,19.0,15.0,8.0,26.0,11.0,2.0
619,9.0,2.0,1.0,10.0,7.0,2.0
620,5.0,2.0,1.0,6.0,3.0,2.0
621,19.0,10.0,9.0,20.0,11.0,2.0
622,10.0,11.0,9.0,12.0,7.0,2.0
623,7.0,23.0,6.0,24.0,7.0,2.0
624,6.0,5.0,4.0,7.0,6.0,2.0
625,14.0,10.0,6.0,18.0,8.0,2.0
626,4.0,1.0,0.0,5.0,2.0,10.0
627,45.0,14.0,3.0,56.0,31.0,2.0
628,22.0,20.0,18.0,24.0,17.0,2.0
629,18.0,18.0,14.0,22.0,13.0,2.0
630,4.0,4.0,0.0,8.0,2.0,10.0
631,1.0,5.0,0.0,6.0,2.0,10.0
632,4.0,1.0,0.0,5.0,2.0,10.0
633,6.0,1.0,0.0,7.0,3.0,10.0
634,1.0,52.0,0.0,53.0,2.0,10.0
635,1.0,5.0,0.0,6.0,2.0,10.0
636,3.0,5.0,1.0,7.0,3.0,2.0
637,13.0,13.0,12.0,14.0,14.0,2.0
638,9.0,9.0,8.0,10.0,10.0,2.0
639,1.0,11.0,0.0,12.0,2.0,10.0
640,29.0,15.0,12.0,32.0,11.0,2.0
641,2.0,7.0,0.0,9.0,2.0,3.0
642,20.0,1.0,0.0,21.0,3.0,10.0
643,14.0,18.0,9.0,23.0,10.0,2.0
644,1.0,8.0,0.0,9.0,2.0,10.0
645,13.0,9.0,3.0,19.0,5.0,2.0
646,7.0,17.0,5.0,19.0,6.0,2.0
647,6.0,6.0,5.0,7.0,7.0,2.0
648,8.0,1.0,0.0,9.0,2.0,10.0
649,6.0,2.0,1.0,7.0,3.0,2.0
650,1.0,13.0,0.0,14.0,2.0,10.0
651,2.0,24.0,0.0,26.0,2.0,3.0
652,1.0,33.0,0.0,34.0,2.0,10.0
653,4.0,1.0,0.0,5.0,2.0,10.0
654,32.0,25.0,24.0,33.0,24.0,2.0
655,1.0,4.0,0.0,5.0,2.0,10.0
656,5.0,2.0,0.0,7.0,2.0,3.0
657,22.0,6.0,5.0,23.0,17.0,2.0
658,28.0,8.0,3.0,33.0,4.0,2.0
659,5.0,1.0,0.0,6.0,2.0,10.0
660,13.0,25.0,11.0,27.0,12.0,2.0
661,15.0,22.0,13.0,24.0,11.0,2.0
662,50.0,49.0,30.0,69.0,25.0,2.0
663,1.0,4.0,0.0,5.0,2.0,10.0
664,11.0,1.0,0.0,12.0,3.0,10.0
665,6.0,2.0,1.0,7.0,3.0,2.0
666,3.0,4.0,2.0,5.0,4.0,2.0
667,4.0,1.0,0.0,5.0,2.0,10.0
668,2.0,7.0,0.0,9.0,2.0,10.0
669,4.0,4.0,3.0,5.0,5.0,2.0
670,7.0,13.0,5.0,15.0,7.0,2.0
671,49.0,41.0,24.0,66.0,25.0,2.0
672,5.0,6.0,3.0,8.0,5.0,2.0
673,8.0,1.0,0.0,9.0,2.0,10.0
674,4.0,6.0,3.0,7.0,4.0,2.0
675,6.0,2.0,0.0,8.0,2.0,3.0
676,6.0,8.0,5.0,9.0,6.0,2.0
677,2.0,13.0,0.0,15.0,2.0,5.0
678,29.0,1.0,0.0,30.0,3.0,10.0
679,4.0,2.0,1.0,5.0,3.0,2.0
680,1.0,5.0,0.0,6.0,2.0,10.0
681,8.0,4.0,3.0,9.0,5.0,2.0
682,6.0,6.0,5.0,7.0,7.0,2.0
683,9.0,5.0,2.0,12.0,5.0,2.0
684,2.0,5.0,0.0,7.0,2.0,10.0
685,4.0,1.0,0.0,5.0,2.0,10.0
686,7.0,2.0,0.0,9.0,3.0,3.0
687,16.0,26.0,14.0,28.0,15.0,2.0
688,11.0,8.0,6.0,13.0,8.0,2.0
689,38.0,31.0,24.0,45.0,24.0,2.0
690,1.0,7.0,0.0,8.0,2.0,10.0
691,21.0,11.0,10.0,22.0,7.0,2.0
692,8.0,2.0,1.0,9.0,4.0,2.0
693,1.0,5.0,0.0,6.0,2.0,10.0
694,4.0,1.0,0.0,5.0,2.0,10.0
695,30.0,31.0,27.0,34.0,27.0,2.0
696,12.0,9.0,8.0,13.0,6.0,2.0
697,5.0,21.0,1.0,25.0,3.0,2.0
698,1.0,12.0,0.0,13.0,2.0,10.0
699,1.0,7.0,0.0,8.0,2.0,10.0
700,2.0,5.0,1.0,6.0,3.0,2.0
701,2.0,22.0,1.0,23.0,3.0,2.0
702,5.0,8.0,4.0,9.0,4.0,2.0
703,7.0,8.0,3.0,12.0,5.0,2.0
704,15.0,13.0,12.0,16.0,13.0,2.0
705,1.0,19.0,0.0,20.0,2.0,10.0
706,9.0,4.0,3.0,10.0,9.0,2.0
707,1.0,11.0,0.0,12.0,2.0,10.0
708,11.0,15.0,4.0,22.0,8.0,2.0
709,6.0,5.0,2.0,9.0,4.0,2.0
710,22.0,22.0,19.0,25.0,20.0,2.0
711,13.0,12.0,10.0,15.0,8.0,2.0
712,8.0,9.0,5.0,12.0,7.0,2.0
713,8.0,13.0,7.0,14.0,8.0,2.0
714,18.0,11.0,7.0,22.0,11.0,2.0
715,31.0,17.0,15.0,33.0,20.0,2.0
716,1.0,5.0,0.0,6.0,2.0,10.0
717,5.0,2.0,1.0,6.0,3.0,2.0
718,5.0,5.0,4.0,6.0,6.0,2.0
719,4.0,1.0,0.0,5.0,2.0,10.0
720,23.0,13.0,10.0,26.0,18.0,2.0
721,6.0,8.0,5.0,9.0,7.0,2.0
722,34.0,28.0,19.0,43.0,12.0,2.0
723,4.0,2.0,0.0,6.0,2.0,3.0
724,1.0,5.0,0.0,6.0,2.0,10.0
725,12.0,13.0,11.0,14.0,13.0,2.0
726,4.0,13.0,3.0,14.0,5.0,2.0
727,6.0,5.0,4.0,7.0,5.0,2.0
728,12.0,19.0,11.0,20.0,12.0,2.0
729,1.0,5.0,0.0,6.0,2.0,10.0
730,4.0,1.0,0.0,5.0,2.0,10.0
731,6.0,6.0,4.0,8.0,6.0,2.0
732,1.0,6.0,0.0,7.0,2.0,10.0
733,1.0,5.0,0.0,6.0,2.0,10.0
734,15.0,15.0,14.0,16.0,15.0,2.0
735,16.0,16.0,12.0,20.0,13.0,2.0
736,12.0,7.0,5.0,14.0,9.0,2.0
737,5.0,1.0,0.0,6.0,2.0,10.0
738,1.0,14.0,0.0,15.0,2.0,10.0
739,16.0,19.0,14.0,21.0,15.0,2.0
740,30.0,2.0,0.0,32.0,3.0,3.0
741,1.0,4.0,0.0,5.0,2.0,10.0
742,7.0,8.0,6.0,9.0,7.0,2.0
743,8.0,3.0,0.0,11.0,2.0,3.0
744,1.0,7.0,0.0,8.0,2.0,10.0
745,45.0,15.0,14.0,46.0,20.0,2.0
746,2.0,4.0,1.0,5.0,3.0,2.0
747,7.0,6.0,5.0,8.0,7.0,2.0
748,22.0,13.0,11.0,24.0,12.0,2.0
749,3.0,7.0,2.0,8.0,4.0,2.0
750,1.0,4.0,0.0,5.0,2.0,10.0
751,4.0,8.0,0.0,12.0,2.0,3.0
752,4.0,1.0,0.0,5.0,2.0,10.0
753,1.0,16.0,0.0,17.0,2.0,10.0
754,1.0,6.0,0.0,7.0,2.0,10.0
755,1.0,12.0,0.0,13.0,2.0,10.0
756,4.0,4.0,3.0,5.0,5.0,2.0
757,4.0,1.0,0.0,5.0,2.0,10.0
758,27.0,24.0,23.0,28.0,23.0,2.0
759,21.0,25.0,18.0,28.0,12.0,2.0
760,8.0,8.0,7.0,9.0,8.0,2.0
761,6.0,1.0,0.0,7.0,2.0,10.0
762,5.0,1.0,0.0,6.0,2.0,10.0
763,24.0,49.0,19.0,54.0,11.0,2.0
764,7.0,1.0,0.0,8.0,2.0,10.0
765,11.0,8.0,6.0,13.0,7.0,2.0
766,6.0,3.0,1.0,8.0,5.0,2.0
767,5.0,5.0,4.0,6.0,5.0,2.0
768,8.0,7.0,5.0,10.0,7.0,2.0
769,30.0,17.0,14.0,33.0,19.0,2.0
770,18.0,22.0,15.0,25.0,15.0,2.0
771,6.0,8.0,5.0,9.0,5.0,2.0
772,20.0,22.0,18.0,24.0,14.0,2.0
773,11.0,6.0,4.0,13.0,7.0,2.0
774,1.0,6.0,0.0,7.0,2.0,10.0
775,1.0,4.0,0.0,5.0,2.0,10.0
776,20.0,20.0,18.0,22.0,18.0,2.0
777,27.0,27.0,26.0,28.0,27.0,2.0
778,1.0,4.0,0.0,5.0,2.0,10.0
779,1.0,18.0,0.0,19.0,2.0,10.0
780,32.0,32.0,30.0,34.0,27.0,2.0
781,19.0,15.0,9.0,25.0,9.0,2.0
782,7.0,5.0,4.0,8.0,6.0,2.0
783,1.0,4.0,0.0,5.0,2.0,10.0
784,5.0,12.0,3.0,14.0,4.0,2.0
785,5.0,5.0,0.0,10.0,2.0,3.0
786,13.0,22.0,12.0,23.0,11.0,2.0
787,7.0,5.0,2.0,10.0,4.0,2.0
788,1.0,4.0,0.0,5.0,2.0,10.0
789,6.0,5.0,1.0,10.0,4.0,2.0
790,2.0,5.0,1.0,6.0,3.0,2.0
791,1.0,8.0,0.0,9.0,2.0,10.0
792,1.0,4.0,0.0,5.0,2.0,10.0
793,4.0,1.0,0.0,5.0,2.0,10.0
794,12.0,3.0,1.0,14.0,10.0,2.0
795,1.0,5.0,0.0,6.0,2.0,10.0
796,2.0,4.0,0.0,6.0,2.0,10.0
797,1.0,6.0,0.0,7.0,2.0,10.0
798,1.0,5.0,0.0,6.0,2.0,10.0
799,6.0,6.0,4.0,8.0,6.0,2.0
800,4.0,1.0,0.0,5.0,3.0,10.0
801,5.0,1.0,0.0,6.0,2.0,10.0
802,9.0,11.0,8.0,12.0,9.0,2.0
803,15.0,12.0,10.0,17.0,10.0,2.0
804,7.0,6.0,5.0,8.0,7.0,2.0
805,1.0,6.0,0.0,7.0,2.0,10.0
806,1.0,10.0,0.0,11.0,2.0,10.0
807,16.0,11.0,10.0,17.0,7.0,2.0
808,27.0,7.0,5.0,29.0,20.0,2.0
809,31.0,16.0,10.0,37.0,20.0,2.0
810,11.0,31.0,8.0,34.0,10.0,2.0
811,49.0,31.0,28.0,52.0,20.0,2.0
812,5.0,5.0,4.0,6.0,6.0,2.0
813,21.0,6.0,5.0,22.0,8.0,2.0
814,8.0,4.0,0.0,12.0,5.0,3.0
815,19.0,10.0,5.0,24.0,7.0,2.0
816,4.0,8.0,2.0,10.0,4.0,2.0
817,26.0,27.0,25.0,28.0,27.0,2.0
818,1.0,5.0,0.0,6.0,2.0,10.0
819,2.0,14.0,1.0,15.0,3.0,2.0
820,23.0,50.0,18.0,55.0,11.0,2.0
821,6.0,7.0,5.0,8.0,7.0,2.0
822,7.0,7.0,5.0,9.0,6.0,2.0
823,4.0,1.0,0.0,5.0,2.0,10.0
824,7.0,11.0,6.0,12.0,7.0,2.0
825,27.0,66.0,20.0,73.0,13.0,2.0
826,4.0,4.0,2.0,6.0,4.0,2.0
827,4.0,8.0,3.0,9.0,5.0,2.0
828,1.0,6.0,0.0,7.0,2.0,10.0
829,12.0,19.0,11.0,20.0,13.0,2.0
830,4.0,2.0,0.0,6.0,2.0,10.0
831,6.0,1.0,0.0,7.0,2.0,10.0
832,4.0,5.0,0.0,9.0,2.0,10.0
833,7.0,10.0,0.0,17.0,4.0,10.0
834,17.0,16.0,14.0,19.0,13.0,2.0
835,13.0,14.0,12.0,15.0,11.0,2.0
836,15.0,15.0,11.0,19.0,13.0,2.0
837,11.0,11.0,8.0,14.0,8.0,2.0
838,2.0,5.0,1.0,6.0,3.0,2.0
839,4.0,14.0,0.0,18.0,3.0,3.0
840,2.0,4.0,1.0,5.0,3.0,2.0
841,6.0,5.0,4.0,7.0,5.0,2.0
842,1.0,5.0,0.0,6.0,2.0,10.0
843,1.0,5.0,0.0,6.0,2.0,10.0
844,1.0,17.0,0.0,18.0,2.0,10.0
845,5.0,61.0,0.0,66.0,2.0,10.0
846,16.0,15.0,13.0,18.0,13.0,2.0
847,6.0,1.0,0.0,7.0,4.0,10.0
848,6.0,3.0,2.0,7.0,4.0,2.0
849,2.0,144.0,0.0,146.0,2.0,10.0
850,6.0,6.0,5.0,7.0,7.0,2.0
851,5.0,11.0,4.0,12.0,5.0,2.0
852,38.0,53.0,21.0,70.0,17.0,2.0
853,2.0,7.0,0.0,9.0,2.0,3.0
854,14.0,1.0,0.0,15.0,3.0,10.0
855,5.0,1.0,0.0,6.0,2.0,10.0
856,4.0,5.0,3.0,6.0,5.0,2.0
857,11.0,11.0,9.0,13.0,11.0,2.0
858,13.0,13.0,12.0,14.0,9.0,2.0
859,11.0,12.0,9.0,14.0,9.0,2.0
860,1.0,4.0,0.0,5.0,2.0,10.0
861,4.0,1.0,0.0,5.0,2.0,10.0
862,2.0,5.0,1.0,6.0,3.0,2.0
863,20.0,15.0,13.0,22.0,15.0,2.0
864,12.0,11.0,10.0,13.0,11.0,2.0
865,4.0,26.0,0.0,30.0,2.0,10.0
866,1.0,5.0,0.0,6.0,2.0,10.0
867,4.0,6.0,3.0,7.0,5.0,2.0
868,4.0,4.0,3.0,5.0,4.0,2.0
869,16.0,12.0,9.0,19.0,12.0,2.0
870,5.0,1.0,0.0,6.0,2.0,10.0
871,2.0,4.0,0.0,6.0,2.0,10.0
872,1.0,4.0,0.0,5.0,2.0,10.0
873,25.0,24.0,17.0,32.0,15.0,2.0
874,5.0,8.0,3.0,10.0,5.0,2.0
875,4.0,5.0,3.0,6.0,5.0,2.0
876,6.0,1.0,0.0,7.0,2.0,10.0
877,1.0,20.0,0.0,21.0,2.0,10.0
878,1.0,6.0,0.0,7.0,2.0,10.0
879,4.0,1.0,0.0,5.0,2.0,10.0
880,5.0,6.0,0.0,11.0,2.0,10.0
881,26.0,27.0,25.0,28.0,27.0,2.0
882,56.0,2.0,1.0,57.0,10.0,2.0
883,1.0,5.0,0.0,6.0,2.0,10.0
884,4.0,4.0,2.0,6.0,4.0,2.0
885,7.0,6.0,5.0,8.0,7.0,2.0
886,8.0,5.0,4.0,9.0,6.0,2.0
887,13.0,17.0,12.0,18.0,14.0,2.0
888,3.0,7.0,1.0,9.0,3.0,2.0
889,13.0,5.0,0.0,18.0,9.0,5.0
890,5.0,2.0,1.0,6.0,4.0,2.0
891,8.0,7.0,6.0,9.0,6.0,2.0
892,9.0,4.0,3.0,10.0,6.0,2.0
893,4.0,1.0,0.0,5.0,2.0,10.0
894,1.0,6.0,0.0,7.0,2.0,10.0
895,12.0,11.0,10.0,13.0,10.0,2.0
896,7.0,7.0,6.0,8.0,7.0,2.0
897,13.0,4.0,3.0,14.0,8.0,2.0
898,1.0,5.0,0.0,6.0,2.0,10.0
899,11.0,11.0,9.0,13.0,10.0,2.0
900,4.0,14.0,3.0,15.0,4.0,2.0
901,1.0,4.0,0.0,5.0,2.0,10.0
902,5.0,5.0,3.0,7.0,5.0,2.0
903,27.0,26.0,24.0,29.0,20.0,2.0
904,23.0,39.0,13.0,49.0,12.0,2.0
905,1.0,6.0,0.0,7.0,2.0,10.0
906,7.0,1.0,0.0,8.0,4.0,10.0
907,6.0,6.0,5.0,7.0,7.0,2.0
908,12.0,14.0,8.0,18.0,8.0,2.0
909,10.0,7.0,6.0,11.0,7.0,2.0
910,31.0,32.0,29.0,34.0,27.0,2.0
911,22.0,23.0,20.0,25.0,18.0,2.0
912,42.0,35.0,21.0,56.0,25.0,2.0
913,4.0,6.0,3.0,7.0,4.0,2.0
914,6.0,7.0,5.0,8.0,6.0,2.0
915,13.0,12.0,8.0,17.0,6.0,2.0
916,5.0,5.0,4.0,6.0,6.0,2.0
917,17.0,13.0,10.0,20.0,13.0,2.0
918,2.0,4.0,1.0,5.0,3.0,2.0
919,8.0,13.0,7.0,14.0,8.0,2.0
920,4.0,1.0,0.0,5.0,2.0,10.0
921,20.0,20.0,18.0,22.0,17.0,2.0
922,16.0,13.0,10.0,19.0,12.0,2.0
923,2.0,4.0,1.0,5.0,3.0,2.0
924,40.0,34.0,33.0,41.0,23.0,2.0
925,1.0,29.0,0.0,30.0,2.0,10.0
926,8.0,1.0,0.0,9.0,3.0,10.0
927,7.0,15.0,0.0,22.0,6.0,10.0
928,1.0,5.0,0.0,6.0,2.0,10.0
929,1.0,6.0,0.0,7.0,2.0,10.0
930,1.0,4.0,0.0,5.0,2.0,10.0
931,6.0,9.0,1.0,14.0,5.0,2.0
932,43.0,5.0,4.0,44.0,20.0,2.0
933,6.0,1.0,0.0,7.0,4.0,10.0
934,18.0,17.0,16.0,19.0,12.0,2.0
935,41.0,40.0,31.0,50.0,31.0,2.0
936,10.0,9.0,8.0,11.0,10.0,2.0
937,6.0,13.0,4.0,15.0,6.0,2.0
938,1.0,5.0,0.0,6.0,2.0,10.0
939,1.0,5.0,0.0,6.0,2.0,10.0
940,1.0,8.0,0.0,9.0,2.0,10.0
941,17.0,11.0,10.0,18.0,8.0,2.0
942,1.0,4.0,0.0,5.0,2.0,10.0
943,4.0,18.0,1.0,21.0,3.0,2.0
944,3.0,4.0,2.0,5.0,4.0,2.0
945,1.0,7.0,0.0,8.0,2.0,10.0
946,17.0,14.0,9.0,22.0,12.0,2.0
947,4.0,2.0,1.0,5.0,3.0,2.0
948,16.0,3.0,2.0,17.0,7.0,2.0
949,6.0,8.0,4.0,10.0,5.0,2.0
950,15.0,1.0,0.0,16.0,9.0,10.0
951,7.0,4.0,3.0,8.0,5.0,2.0
952,11.0,1.0,0.0,12.0,5.0,10.0
953,22.0,23.0,20.0,25.0,17.0,2.0
954,2.0,25.0,0.0,27.0,2.0,5.0
955,8.0,5.0,1.0,12.0,3.0,2.0
956,1.0,5.0,0.0,6.0,2.0,10.0
957,4.0,6.0,3.0,7.0,5.0,2.0
958,2.0,4.0,1.0,5.0,3.0,2.0
959,1.0,4.0,0.0,5.0,2.0,10.0
960,6.0,1.0,0.0,7.0,2.0,10.0
961,1.0,4.0,0.0,5.0,2.0,10.0
962,8.0,2.0,1.0,9.0,3.0,2.0
963,11.0,13.0,9.0,15.0,9.0,2.0
964,25.0,16.0,13.0,28.0,18.0,2.0
965,8.0,8.0,4.0,12.0,6.0,2.0
966,8.0,5.0,4.0,9.0,6.0,2.0
967,4.0,5.0,1.0,8.0,3.0,2.0
968,6.0,5.0,2.0,9.0,3.0,2.0
969,10.0,1.0,0.0,11.0,2.0,10.0
970,16.0,19.0,15.0,20.0,15.0,2.0
971,36.0,36.0,32.0,40.0,23.0,2.0
972,4.0,1.0,0.0,5.0,2.0,10.0
973,6.0,9.0,1.0,14.0,3.0,2.0
974,7.0,4.0,3.0,8.0,5.0,2.0
975,16.0,16.0,14.0,18.0,12.0,2.0
976,4.0,1.0,0.0,5.0,2.0,10.0
977,29.0,20.0,14.0,35.0,15.0,2.0
978,7.0,7.0,5.0,9.0,7.0,2.0
979,6.0,8.0,4.0,10.0,5.0,2.0
980,4.0,26.0,0.0,30.0,2.0,4.0
981,21.0,21.0,18.0,24.0,19.0,2.0
982,3.0,4.0,2.0,5.0,4.0,2.0
983,8.0,1.0,0.0,9.0,2.0,10.0
984,6.0,9.0,5.0,10.0,6.0,2.0
985,2.0,7.0,0.0,9.0,2.0,5.0
986,4.0,1.0,0.0,5.0,2.0,10.0
987,6.0,7.0,5.0,8.0,7.0,2.0
988,4.0,1.0,0.0,5.0,2.0,10.0
989,6.0,8.0,1.0,13.0,3.0,2.0
990,1.0,7.0,0.0,8.0,2.0,10.0
991,13.0,11.0,9.0,15.0,8.0,2.0
992,34.0,15.0,12.0,37.0,13.0,2.0
993,5.0,2.0,0.0,7.0,2.0,10.0
994,7.0,1.0,0.0,8.0,2.0,10.0
995,1.0,4.0,0.0,5.0,2.0,10.0
996,7.0,2.0,1.0,8.0,3.0,2.0
997,4.0,1.0,0.0,5.0,2.0,10.0
998,4.0,6.0,3.0,7.0,4.0,2.0
999,14.0,10.0,8.0,16.0,8.0,2.0
1000,1.0,4.0,0.0,5.0,2.0,10.0
1001,7.0,8.0,6.0,9.0,8.0,2.0
1002,9.0,1.0,0.0,10.0,2.0,10.0
1003,3.0,4.0,2.0,5.0,3.0,2.0
1004,47.0,25.0,21.0,51.0,20.0,2.0
1005,6.0,2.0,1.0,7.0,4.0,2.0
1006,6.0,10.0,2.0,14.0,3.0,2.0
1007,33.0,40.0,31.0,42.0,26.0,2.0
1008,26.0,27.0,25.0,28.0,27.0,2.0
1009,6.0,1.0,0.0,7.0,2.0,10.0
1010,3.0,7.0,2.0,8.0,4.0,2.0
1011,6.0,5.0,4.0,7.0,5.0,2.0
1012,5.0,9.0,4.0,10.0,6.0,2.0
1013,8.0,8.0,6.0,10.0,8.0,2.0
1014,6.0,5.0,4.0,7.0,5.0,2.0
1015,17.0,9.0,4.0,22.0,7.0,2.0
1016,1.0,5.0,0.0,6.0,2.0,10.0
1017,7.0,4.0,3.0,8.0,4.0,2.0
1018,14.0,12.0,11.0,15.0,10.0,2.0
1019,7.0,7.0,6.0,8.0,7.0,2.0
1020,5.0,5.0,4.0,6.0,6.0,2.0
1021,4.0,4.0,3.0,5.0,5.0,2.0
1022,6.0,1.0,0.0,7.0,2.0,10.0
1023,10.0,1.0,0.0,11.0,5.0,10.0
1024,7.0,9.0,6.0,10.0,8.0,2.0
1025,6.0,29.0,1.0,34.0,3.0,2.0
1026,15.0,9.0,7.0,17.0,7.0,2.0
1027,11.0,4.0,0.0,15.0,2.0,10.0
1028,18.0,16.0,12.0,22.0,12.0,2.0
1029,1.0,4.0,0.0,5.0,2.0,10.0
1030,1.0,5.0,0.0,6.0,2.0,10.0
1031,35.0,32.0,31.0,36.0,18.0,2.0
1032,4.0,4.0,0.0,8.0,2.0,3.0
1033,7.0,4.0,0.0,11.0,3.0,10.0
1034,4.0,2.0,1.0,5.0,3.0,2.0
1035,7.0,8.0,6.0,9.0,7.0,2.0
1036,9.0,4.0,3.0,10.0,5.0,2.0
1037,25.0,20.0,18.0,27.0,17.0,2.0
1038,5.0,5.0,4.0,6.0,5.0,2.0
1039,2.0,4.0,1.0,5.0,3.0,2.0
1040,7.0,7.0,6.0,8.0,8.0,2.0
1041,1.0,4.0,0.0,5.0,2.0,10.0
1042,34.0,29.0,25.0,38.0,23.0,2.0
1043,2.0,4.0,1.0,5.0,3.0,2.0
1044,15.0,14.0,11.0,18.0,11.0,2.0
1045,1.0,4.0,0.0,5.0,2.0,10.0
1046,9.0,9.0,8.0,10.0,10.0,2.0
1047,17.0,24.0,12.0,29.0,13.0,2.0
1048,4.0,1.0,0.0,5.0,2.0,10.0
1049,5.0,1.0,0.0,6.0,2.0,10.0
1050,4.0,1.0,0.0,5.0,2.0,10.0
1051,11.0,19.0,9.0,21.0,11.0,2.0
1052,1.0,4.0,0.0,5.0,2.0,10.0
1053,49.0,28.0,27.0,50.0,25.0,2.0
1054,1.0,22.0,0.0,23.0,2.0,10.0
1055,9.0,14.0,7.0,16.0,8.0,2.0
1056,3.0,4.0,2.0,5.0,4.0,2.0
1057,21.0,15.0,8.0,28.0,12.0,2.0
1058,4.0,1.0,0.0,5.0,2.0,10.0
1059,8.0,22.0,5.0,25.0,6.0,2.0
1060,6.0,6.0,3.0,9.0,5.0,2.0
1061,15.0,17.0,14.0,18.0,15.0,2.0
1062,4.0,2.0,1.0,5.0,3.0,2.0
1063,24.0,39.0,22.0,41.0,17.0,2.0
1064,7.0,5.0,1.0,11.0,3.0,2.0
1065,13.0,12.0,11.0,14.0,12.0,2.0
1066,5.0,1.0,0.0,6.0,2.0,10.0
1067,4.0,23.0,3.0,24.0,4.0,2.0
1068,34.0,38.0,8.0,64.0,23.0,2.0
