,3gram_cooccurence,3gram_distinct,3gram_nostpwrd_cooccurence,3gram_nostpwrd_distinct
772,16.0,318.0,10.0,135.0
773,2.0,11.0,2.0,0.0
774,10.0,76.0,8.0,29.0
775,23.0,97.0,9.0,14.0
776,5.0,10.0,4.0,0.0
777,11.0,16.0,7.0,2.0
778,2.0,10.0,2.0,10.0
779,0.0,97.0,0.0,23.0
780,23.0,72.0,11.0,12.0
781,7.0,48.0,4.0,9.0
782,0.0,8.0,1.0,0.0
783,7.0,50.0,1.0,0.0
784,5.0,40.0,3.0,6.0
785,18.0,95.0,4.0,35.0
786,6.0,11.0,2.0,2.0
787,10.0,14.0,4.0,2.0
788,9.0,51.0,6.0,1.0
789,10.0,77.0,5.0,10.0
790,3.0,17.0,1.0,0.0
791,7.0,79.0,6.0,4.0
792,11.0,51.0,4.0,10.0
793,2.0,109.0,1.0,21.0
794,9.0,264.0,1.0,33.0
795,0.0,101.0,0.0,33.0
796,1.0,12.0,0.0,1.0
797,5.0,15.0,2.0,2.0
798,16.0,118.0,8.0,13.0
799,7.0,28.0,3.0,1.0
800,6.0,59.0,4.0,12.0
801,11.0,47.0,1.0,10.0
802,7.0,31.0,5.0,14.0
803,27.0,67.0,11.0,23.0
804,1.0,22.0,3.0,4.0
805,5.0,7.0,1.0,0.0
806,17.0,42.0,7.0,2.0
807,5.0,50.0,1.0,12.0
808,3.0,13.0,1.0,1.0
809,9.0,121.0,10.0,31.0
810,0.0,1.0,0.0,0.0
811,15.0,103.0,12.0,50.0
812,14.0,50.0,11.0,10.0
813,4.0,74.0,4.0,17.0
814,10.0,198.0,12.0,80.0
815,6.0,3.0,3.0,0.0
816,23.0,110.0,9.0,12.0
817,11.0,16.0,7.0,2.0
818,9.0,31.0,10.0,2.0
819,7.0,9.0,3.0,1.0
820,5.0,21.0,1.0,1.0
821,5.0,12.0,0.0,1.0
822,10.0,31.0,4.0,10.0
823,3.0,56.0,0.0,19.0
824,8.0,29.0,3.0,0.0
825,13.0,177.0,4.0,46.0
826,26.0,99.0,9.0,9.0
827,6.0,20.0,1.0,0.0
828,2.0,5.0,2.0,0.0
829,10.0,41.0,4.0,11.0
830,13.0,25.0,5.0,1.0
831,0.0,63.0,0.0,35.0
832,3.0,8.0,2.0,0.0
833,5.0,33.0,3.0,17.0
834,4.0,57.0,2.0,24.0
835,2.0,62.0,5.0,13.0
836,2.0,3.0,3.0,0.0
837,7.0,26.0,7.0,5.0
838,12.0,33.0,4.0,3.0
839,7.0,14.0,7.0,4.0
840,0.0,17.0,1.0,0.0
841,13.0,27.0,2.0,1.0
842,1.0,15.0,1.0,1.0
843,10.0,54.0,4.0,19.0
844,19.0,56.0,7.0,2.0
845,1.0,10.0,0.0,0.0
846,4.0,40.0,4.0,12.0
847,10.0,15.0,2.0,0.0
848,2.0,10.0,3.0,0.0
849,0.0,36.0,0.0,6.0
850,13.0,130.0,7.0,25.0
851,4.0,38.0,7.0,6.0
852,5.0,1.0,3.0,0.0
853,11.0,16.0,5.0,1.0
854,5.0,4.0,4.0,0.0
855,6.0,125.0,0.0,25.0
856,5.0,22.0,5.0,3.0
857,12.0,17.0,8.0,6.0
858,5.0,21.0,4.0,0.0
859,2.0,19.0,1.0,1.0
860,4.0,31.0,4.0,10.0
861,20.0,73.0,12.0,5.0
862,6.0,39.0,6.0,9.0
863,7.0,33.0,5.0,6.0
864,4.0,43.0,4.0,10.0
865,0.0,61.0,2.0,3.0
866,0.0,24.0,0.0,2.0
867,11.0,6.0,13.0,0.0
868,8.0,15.0,6.0,2.0
869,10.0,75.0,7.0,9.0
870,5.0,46.0,5.0,14.0
871,4.0,8.0,3.0,0.0
872,0.0,27.0,0.0,8.0
873,6.0,14.0,4.0,6.0
874,9.0,14.0,4.0,0.0
875,2.0,14.0,1.0,3.0
876,0.0,144.0,0.0,33.0
877,19.0,56.0,11.0,12.0
878,1.0,36.0,0.0,5.0
879,12.0,20.0,6.0,2.0
880,8.0,29.0,4.0,10.0
881,4.0,28.0,1.0,13.0
882,12.0,55.0,8.0,4.0
883,3.0,7.0,1.0,1.0
884,3.0,2.0,1.0,0.0
885,3.0,32.0,1.0,15.0
886,4.0,64.0,4.0,26.0
887,4.0,18.0,1.0,1.0
888,2.0,33.0,1.0,8.0
889,0.0,74.0,0.0,22.0
890,1.0,37.0,0.0,3.0
891,5.0,0.0,3.0,0.0
892,2.0,8.0,3.0,0.0
893,6.0,143.0,4.0,30.0
894,2.0,7.0,3.0,2.0
895,8.0,90.0,4.0,7.0
896,1.0,17.0,1.0,0.0
897,8.0,213.0,8.0,71.0
898,8.0,22.0,2.0,2.0
899,1.0,17.0,1.0,4.0
900,16.0,57.0,11.0,15.0
901,2.0,16.0,0.0,0.0
902,7.0,67.0,1.0,16.0
903,8.0,2.0,0.0,0.0
904,14.0,213.0,2.0,71.0
905,7.0,8.0,3.0,0.0
906,11.0,16.0,5.0,1.0
907,2.0,18.0,2.0,6.0
908,14.0,85.0,5.0,11.0
909,29.0,66.0,6.0,7.0
910,23.0,92.0,11.0,20.0
911,1.0,37.0,1.0,8.0
912,0.0,14.0,0.0,4.0
913,9.0,8.0,3.0,0.0
914,1.0,137.0,2.0,43.0
915,6.0,15.0,7.0,2.0
916,0.0,45.0,0.0,15.0
917,17.0,183.0,9.0,52.0
918,12.0,37.0,0.0,3.0
919,8.0,48.0,2.0,2.0
920,2.0,2.0,1.0,0.0
921,14.0,32.0,4.0,8.0
922,0.0,28.0,0.0,4.0
923,10.0,61.0,7.0,7.0
924,2.0,23.0,0.0,7.0
925,7.0,4.0,3.0,0.0
926,3.0,59.0,0.0,14.0
927,1.0,35.0,1.0,4.0
928,4.0,82.0,4.0,17.0
929,4.0,10.0,4.0,3.0
930,18.0,403.0,7.0,94.0
931,5.0,4.0,1.0,0.0
932,12.0,175.0,14.0,44.0
933,5.0,4.0,3.0,0.0
934,5.0,5.0,4.0,0.0
935,4.0,23.0,4.0,5.0
936,4.0,15.0,2.0,4.0
937,11.0,22.0,3.0,2.0
938,23.0,122.0,9.0,17.0
939,16.0,364.0,3.0,81.0
940,0.0,15.0,1.0,0.0
941,10.0,12.0,4.0,0.0
942,14.0,27.0,7.0,4.0
943,19.0,56.0,7.0,2.0
944,6.0,120.0,4.0,33.0
945,21.0,86.0,11.0,16.0
946,0.0,35.0,3.0,4.0
947,2.0,14.0,3.0,1.0
948,4.0,194.0,0.0,27.0
949,1.0,44.0,1.0,23.0
950,9.0,28.0,6.0,7.0
951,6.0,19.0,4.0,3.0
952,21.0,78.0,5.0,3.0
953,4.0,48.0,4.0,18.0
954,4.0,54.0,3.0,0.0
955,3.0,152.0,4.0,57.0
956,4.0,15.0,1.0,0.0
957,6.0,1.0,0.0,0.0
958,6.0,20.0,7.0,7.0
959,1.0,133.0,1.0,72.0
960,6.0,46.0,4.0,1.0
961,8.0,111.0,4.0,51.0
962,6.0,15.0,4.0,0.0
963,2.0,41.0,0.0,4.0
964,8.0,18.0,5.0,0.0
965,12.0,89.0,7.0,14.0
966,7.0,19.0,1.0,5.0
967,18.0,84.0,9.0,17.0
968,10.0,25.0,8.0,12.0
969,15.0,35.0,6.0,5.0
970,6.0,71.0,4.0,16.0
971,8.0,35.0,4.0,4.0
972,4.0,43.0,2.0,9.0
973,7.0,10.0,4.0,0.0
974,8.0,35.0,4.0,7.0
975,15.0,44.0,7.0,4.0
976,23.0,100.0,9.0,9.0
977,6.0,48.0,4.0,6.0
978,4.0,8.0,1.0,0.0
979,8.0,14.0,4.0,0.0
980,0.0,66.0,0.0,12.0
981,6.0,39.0,4.0,5.0
982,17.0,154.0,9.0,35.0
983,5.0,68.0,1.0,12.0
984,14.0,93.0,6.0,15.0
985,0.0,50.0,0.0,14.0
986,0.0,21.0,0.0,10.0
987,8.0,8.0,5.0,0.0
988,13.0,61.0,9.0,6.0
989,1.0,39.0,1.0,5.0
990,1.0,28.0,0.0,8.0
991,7.0,44.0,3.0,11.0
992,8.0,57.0,1.0,8.0
993,10.0,37.0,5.0,1.0
994,0.0,95.0,0.0,19.0
995,9.0,12.0,5.0,0.0
996,7.0,13.0,4.0,1.0
997,5.0,73.0,0.0,14.0
998,11.0,79.0,7.0,9.0
999,23.0,83.0,7.0,20.0
1000,6.0,8.0,2.0,0.0
1001,15.0,54.0,11.0,2.0
1002,0.0,8.0,1.0,0.0
1003,0.0,0.0,0.0,0.0
1004,12.0,118.0,8.0,36.0
1005,4.0,31.0,6.0,8.0
1006,10.0,136.0,5.0,46.0
1007,15.0,66.0,8.0,19.0
1008,7.0,18.0,4.0,6.0
1009,3.0,23.0,1.0,1.0
1010,6.0,9.0,3.0,0.0
1011,5.0,30.0,1.0,0.0
1012,11.0,104.0,3.0,22.0
1013,15.0,50.0,11.0,2.0
1014,6.0,44.0,2.0,8.0
1015,14.0,77.0,2.0,29.0
1016,5.0,102.0,5.0,36.0
1017,6.0,1.0,0.0,0.0
1018,27.0,114.0,11.0,46.0
1019,13.0,27.0,5.0,1.0
1020,7.0,13.0,3.0,4.0
1021,4.0,93.0,2.0,9.0
1022,0.0,66.0,0.0,20.0
1023,5.0,3.0,1.0,0.0
1024,4.0,130.0,0.0,41.0
1025,6.0,13.0,5.0,0.0
1026,0.0,38.0,0.0,10.0
1027,2.0,36.0,0.0,4.0
1028,4.0,6.0,4.0,0.0
1029,11.0,33.0,5.0,9.0
1030,6.0,137.0,2.0,25.0
1031,11.0,18.0,6.0,1.0
1032,5.0,6.0,0.0,0.0
1033,4.0,71.0,5.0,17.0
1034,11.0,53.0,6.0,5.0
1035,3.0,31.0,0.0,2.0
1036,0.0,0.0,1.0,0.0
1037,5.0,45.0,5.0,5.0
1038,14.0,20.0,4.0,1.0
1039,1.0,1.0,1.0,1.0
1040,1.0,61.0,4.0,7.0
1041,0.0,54.0,0.0,15.0
1042,11.0,18.0,3.0,2.0
1043,5.0,2.0,1.0,0.0
1044,1.0,41.0,1.0,11.0
1045,10.0,39.0,10.0,24.0
1046,5.0,19.0,5.0,2.0
1047,8.0,38.0,5.0,14.0
1048,3.0,6.0,2.0,0.0
1049,6.0,78.0,4.0,12.0
1050,4.0,28.0,5.0,4.0
1051,16.0,58.0,1.0,0.0
1052,17.0,52.0,6.0,18.0
1053,9.0,9.0,7.0,3.0
1054,0.0,60.0,0.0,16.0
1055,0.0,40.0,0.0,14.0
1056,13.0,74.0,5.0,6.0
1057,5.0,10.0,3.0,2.0
1058,11.0,22.0,3.0,2.0
1059,5.0,18.0,3.0,12.0
1060,2.0,24.0,0.0,2.0
1061,8.0,10.0,6.0,3.0
1062,9.0,26.0,4.0,5.0
1063,14.0,25.0,10.0,9.0
1064,12.0,253.0,4.0,68.0
1065,4.0,36.0,0.0,9.0
1066,1.0,41.0,2.0,4.0
1067,2.0,62.0,0.0,12.0
1068,2.0,17.0,3.0,1.0
1069,10.0,59.0,4.0,0.0
1070,11.0,108.0,7.0,27.0
1071,7.0,36.0,5.0,1.0
1072,7.0,104.0,5.0,34.0
1073,6.0,78.0,6.0,23.0
1074,9.0,77.0,4.0,18.0
1075,4.0,291.0,4.0,116.0
1076,9.0,14.0,7.0,3.0
1077,8.0,0.0,1.0,0.0
1078,3.0,39.0,3.0,14.0
1079,6.0,31.0,4.0,6.0
1080,8.0,151.0,0.0,28.0
1081,5.0,1.0,3.0,0.0
1082,10.0,14.0,3.0,0.0
1083,0.0,27.0,0.0,5.0
1084,6.0,28.0,2.0,4.0
1085,7.0,51.0,3.0,6.0
1086,6.0,16.0,2.0,0.0
1087,4.0,31.0,4.0,4.0
1088,2.0,14.0,2.0,3.0
1089,4.0,30.0,4.0,7.0
1090,5.0,3.0,1.0,0.0
1091,5.0,10.0,5.0,0.0
1092,3.0,47.0,5.0,15.0
1093,8.0,21.0,2.0,2.0
1094,7.0,2.0,1.0,0.0
1095,5.0,37.0,0.0,12.0
1096,12.0,118.0,9.0,11.0
1097,8.0,30.0,4.0,3.0
1098,10.0,142.0,3.0,44.0
1099,1.0,129.0,1.0,31.0
1100,15.0,418.0,9.0,107.0
1101,2.0,0.0,2.0,0.0
1102,7.0,14.0,4.0,1.0
1103,8.0,160.0,5.0,21.0
1104,3.0,21.0,3.0,3.0
1105,0.0,14.0,0.0,2.0
1106,14.0,43.0,5.0,6.0
1107,5.0,18.0,3.0,3.0
1108,22.0,86.0,11.0,20.0
1109,1.0,18.0,1.0,5.0
1110,8.0,26.0,4.0,7.0
1111,29.0,112.0,20.0,26.0
1112,8.0,72.0,4.0,7.0
1113,7.0,23.0,1.0,3.0
1114,10.0,61.0,7.0,4.0
1115,8.0,19.0,6.0,1.0
1116,9.0,22.0,6.0,1.0
1117,4.0,69.0,1.0,8.0
1118,6.0,24.0,6.0,8.0
1119,8.0,14.0,3.0,2.0
1120,5.0,12.0,4.0,7.0
1121,0.0,11.0,0.0,5.0
1122,1.0,20.0,1.0,5.0
1123,4.0,9.0,1.0,0.0
1124,13.0,175.0,3.0,12.0
1125,0.0,111.0,0.0,31.0
1126,0.0,105.0,0.0,20.0
1127,3.0,39.0,1.0,13.0
1128,6.0,10.0,5.0,0.0
1129,6.0,36.0,4.0,5.0
1130,3.0,83.0,2.0,10.0
1131,2.0,14.0,2.0,5.0
1132,1.0,38.0,0.0,0.0
1133,5.0,125.0,3.0,39.0
1134,8.0,82.0,6.0,30.0
1135,0.0,8.0,0.0,0.0
1136,0.0,153.0,0.0,45.0
1137,2.0,10.0,2.0,6.0
1138,2.0,31.0,0.0,15.0
1139,0.0,18.0,0.0,1.0
1140,14.0,262.0,8.0,52.0
1141,7.0,13.0,3.0,0.0
1142,0.0,145.0,3.0,11.0
1143,0.0,16.0,0.0,0.0
1144,4.0,11.0,1.0,1.0
1145,1.0,23.0,0.0,3.0
1146,0.0,74.0,0.0,17.0
1147,13.0,66.0,6.0,17.0
1148,4.0,38.0,3.0,6.0
1149,1.0,2.0,2.0,0.0
1150,0.0,22.0,0.0,5.0
1151,6.0,1.0,4.0,0.0
1152,10.0,23.0,6.0,9.0
1153,8.0,79.0,4.0,22.0
1154,6.0,112.0,4.0,38.0
1155,10.0,101.0,4.0,18.0
1156,9.0,34.0,6.0,2.0
1157,6.0,6.0,5.0,0.0
1158,2.0,240.0,1.0,56.0
1159,9.0,54.0,4.0,11.0
1160,1.0,79.0,4.0,9.0
1161,2.0,115.0,2.0,21.0
1162,3.0,1.0,1.0,0.0
1163,2.0,37.0,0.0,12.0
1164,1.0,31.0,1.0,8.0
1165,8.0,18.0,5.0,0.0
1166,6.0,9.0,4.0,1.0
1167,8.0,49.0,2.0,2.0
1168,4.0,66.0,3.0,26.0
1169,4.0,13.0,2.0,3.0
1170,3.0,3.0,1.0,0.0
1171,12.0,27.0,7.0,1.0
1172,0.0,14.0,0.0,0.0
1173,9.0,71.0,8.0,10.0
1174,4.0,18.0,4.0,13.0
1175,9.0,52.0,4.0,6.0
1176,22.0,335.0,12.0,70.0
1177,17.0,42.0,7.0,2.0
1178,45.0,130.0,13.0,8.0
1179,2.0,7.0,2.0,0.0
1180,5.0,4.0,4.0,0.0
1181,14.0,25.0,4.0,1.0
1182,7.0,13.0,3.0,0.0
1183,6.0,23.0,4.0,5.0
1184,29.0,116.0,11.0,12.0
1185,12.0,13.0,4.0,1.0
1186,10.0,348.0,8.0,38.0
1187,4.0,19.0,6.0,3.0
1188,9.0,15.0,7.0,5.0
1189,4.0,8.0,2.0,1.0
1190,11.0,68.0,3.0,2.0
1191,1.0,10.0,0.0,0.0
1192,3.0,20.0,0.0,2.0
1193,7.0,12.0,8.0,5.0
1194,9.0,9.0,3.0,0.0
1195,10.0,167.0,6.0,52.0
1196,0.0,14.0,0.0,1.0
1197,6.0,68.0,1.0,4.0
1198,9.0,11.0,5.0,0.0
1199,4.0,103.0,0.0,32.0
1200,5.0,90.0,3.0,11.0
1201,1.0,38.0,1.0,5.0
1202,5.0,57.0,0.0,9.0
1203,5.0,38.0,0.0,1.0
1204,7.0,12.0,5.0,1.0
1205,6.0,28.0,5.0,7.0
1206,0.0,56.0,2.0,3.0
1207,9.0,112.0,5.0,37.0
1208,7.0,60.0,4.0,8.0
1209,6.0,2.0,3.0,0.0
1210,4.0,53.0,1.0,2.0
1211,0.0,21.0,0.0,1.0
1212,9.0,45.0,8.0,6.0
1213,5.0,159.0,0.0,26.0
1214,6.0,4.0,1.0,0.0
1215,2.0,15.0,2.0,3.0
1216,3.0,19.0,1.0,2.0
1217,10.0,56.0,8.0,15.0
1218,5.0,75.0,3.0,3.0
1219,0.0,15.0,0.0,5.0
1220,5.0,39.0,5.0,7.0
1221,9.0,18.0,5.0,3.0
1222,7.0,15.0,2.0,0.0
1223,16.0,119.0,9.0,36.0
1224,32.0,169.0,18.0,34.0
1225,10.0,14.0,6.0,4.0
1226,11.0,27.0,3.0,1.0
1227,5.0,49.0,0.0,9.0
1228,14.0,51.0,8.0,2.0
1229,21.0,94.0,14.0,44.0
1230,5.0,22.0,2.0,4.0
1231,4.0,22.0,0.0,3.0
1232,10.0,9.0,5.0,0.0
1233,10.0,40.0,7.0,4.0
1234,6.0,29.0,3.0,4.0
1235,9.0,13.0,5.0,1.0
1236,7.0,11.0,3.0,0.0
1237,11.0,12.0,5.0,0.0
1238,7.0,9.0,5.0,0.0
1239,1.0,26.0,4.0,4.0
1240,15.0,44.0,11.0,22.0
1241,4.0,294.0,4.0,63.0
1242,14.0,51.0,6.0,8.0
1243,6.0,36.0,2.0,4.0
1244,4.0,1.0,1.0,0.0
1245,15.0,148.0,7.0,31.0
1246,0.0,7.0,0.0,0.0
1247,15.0,69.0,13.0,23.0
1248,3.0,30.0,1.0,1.0
1249,6.0,39.0,4.0,4.0
1250,7.0,25.0,1.0,1.0
1251,9.0,71.0,7.0,14.0
1252,15.0,268.0,13.0,116.0
1253,8.0,27.0,3.0,2.0
1254,7.0,49.0,2.0,3.0
1255,3.0,109.0,4.0,24.0
1256,15.0,25.0,5.0,1.0
1257,1.0,87.0,1.0,20.0
1258,2.0,3.0,2.0,2.0
1259,1.0,48.0,4.0,5.0
1260,11.0,116.0,8.0,49.0
1261,7.0,236.0,6.0,41.0
1262,4.0,66.0,4.0,13.0
1263,1.0,42.0,0.0,14.0
1264,2.0,16.0,3.0,7.0
1265,2.0,7.0,0.0,2.0
1266,10.0,12.0,6.0,0.0
1267,23.0,72.0,11.0,12.0
1268,24.0,72.0,7.0,11.0
1269,6.0,101.0,6.0,16.0
1270,13.0,54.0,6.0,2.0
1271,0.0,61.0,0.0,20.0
1272,3.0,81.0,1.0,26.0
1273,8.0,31.0,3.0,3.0
1274,6.0,54.0,6.0,14.0
1275,6.0,24.0,1.0,4.0
1276,6.0,81.0,3.0,23.0
1277,26.0,94.0,8.0,6.0
1278,0.0,41.0,0.0,16.0
1279,8.0,47.0,3.0,6.0
1280,36.0,111.0,10.0,10.0
1281,13.0,295.0,7.0,98.0
1282,42.0,172.0,14.0,12.0
1283,14.0,50.0,8.0,8.0
1284,0.0,20.0,0.0,5.0
1285,3.0,103.0,1.0,26.0
1286,7.0,99.0,1.0,26.0
1287,11.0,47.0,7.0,4.0
1288,17.0,123.0,7.0,16.0
1289,9.0,35.0,1.0,7.0
1290,1.0,139.0,0.0,39.0
1291,27.0,158.0,9.0,14.0
1292,9.0,162.0,7.0,41.0
1293,6.0,12.0,3.0,2.0
1294,7.0,22.0,3.0,0.0
1295,13.0,36.0,8.0,2.0
1296,8.0,4.0,2.0,0.0
1297,4.0,100.0,7.0,18.0
1298,3.0,14.0,3.0,4.0
1299,0.0,42.0,1.0,15.0
1300,0.0,82.0,1.0,27.0
1301,6.0,38.0,3.0,6.0
1302,3.0,10.0,1.0,0.0
1303,15.0,86.0,6.0,23.0
1304,21.0,72.0,9.0,6.0
1305,10.0,69.0,3.0,10.0
1306,7.0,67.0,3.0,7.0
1307,0.0,87.0,0.0,36.0
1308,0.0,25.0,0.0,1.0
1309,11.0,64.0,1.0,6.0
1310,13.0,28.0,3.0,0.0
1311,26.0,132.0,14.0,30.0
1312,1.0,2.0,3.0,1.0
1313,5.0,47.0,5.0,8.0
1314,7.0,11.0,4.0,0.0
1315,10.0,74.0,6.0,2.0
1316,3.0,21.0,3.0,3.0
1317,13.0,25.0,4.0,0.0
1318,0.0,39.0,0.0,10.0
1319,5.0,23.0,0.0,3.0
1320,13.0,53.0,7.0,2.0
1321,7.0,136.0,5.0,56.0
1322,0.0,6.0,0.0,0.0
1323,4.0,64.0,6.0,22.0
1324,12.0,111.0,7.0,33.0
1325,7.0,50.0,2.0,3.0
1326,7.0,25.0,0.0,1.0
1327,21.0,72.0,9.0,6.0
1328,0.0,23.0,0.0,2.0
1329,4.0,16.0,6.0,5.0
1330,1.0,26.0,0.0,11.0
1331,6.0,15.0,3.0,5.0
1332,3.0,13.0,1.0,4.0
1333,9.0,40.0,1.0,2.0
1334,6.0,6.0,0.0,2.0
1335,2.0,128.0,0.0,31.0
1336,7.0,2.0,3.0,0.0
1337,5.0,39.0,3.0,9.0
1338,0.0,65.0,2.0,13.0
1339,7.0,7.0,5.0,1.0
1340,8.0,101.0,2.0,9.0
1341,12.0,130.0,8.0,59.0
1342,6.0,51.0,3.0,4.0
1343,6.0,13.0,5.0,0.0
1344,7.0,2.0,3.0,0.0
1345,9.0,28.0,3.0,0.0
1346,0.0,36.0,0.0,6.0
1347,9.0,93.0,7.0,23.0
1348,0.0,95.0,0.0,23.0
1349,5.0,22.0,4.0,3.0
1350,11.0,27.0,5.0,6.0
1351,8.0,45.0,6.0,7.0
1352,10.0,16.0,6.0,1.0
1353,14.0,61.0,6.0,17.0
1354,0.0,13.0,0.0,3.0
1355,14.0,52.0,6.0,2.0
1356,0.0,87.0,0.0,23.0
1357,19.0,74.0,10.0,12.0
1358,6.0,15.0,0.0,2.0
1359,24.0,138.0,6.0,16.0
1360,8.0,30.0,4.0,4.0
1361,12.0,76.0,6.0,19.0
1362,1.0,2.0,1.0,2.0
1363,0.0,109.0,0.0,30.0
1364,5.0,27.0,1.0,5.0
1365,0.0,44.0,1.0,8.0
1366,3.0,20.0,1.0,0.0
1367,10.0,57.0,3.0,19.0
1368,1.0,24.0,1.0,8.0
1369,3.0,89.0,3.0,15.0
1370,12.0,203.0,4.0,55.0
1371,12.0,62.0,7.0,1.0
1372,3.0,31.0,1.0,5.0
1373,8.0,140.0,4.0,32.0
1374,13.0,38.0,4.0,7.0
1375,8.0,10.0,6.0,3.0
1376,11.0,22.0,3.0,2.0
1377,6.0,25.0,5.0,2.0
1378,8.0,80.0,4.0,12.0
1379,4.0,34.0,0.0,12.0
1380,4.0,10.0,2.0,0.0
1381,6.0,28.0,3.0,10.0
1382,7.0,29.0,1.0,5.0
1383,10.0,12.0,2.0,0.0
1384,9.0,16.0,5.0,1.0
1385,0.0,125.0,0.0,34.0
1386,6.0,56.0,7.0,16.0
1387,6.0,19.0,5.0,4.0
1388,6.0,6.0,2.0,2.0
1389,4.0,47.0,0.0,25.0
1390,12.0,64.0,7.0,18.0
1391,10.0,29.0,4.0,0.0
1392,10.0,32.0,6.0,8.0
1393,1.0,21.0,3.0,0.0
1394,10.0,178.0,9.0,74.0
1395,0.0,9.0,0.0,3.0
1396,6.0,22.0,0.0,3.0
1397,1.0,59.0,2.0,28.0
1398,6.0,9.0,2.0,0.0
1399,5.0,130.0,5.0,20.0
1400,10.0,58.0,2.0,4.0
1401,5.0,39.0,4.0,9.0
1402,4.0,34.0,4.0,5.0
1403,2.0,9.0,0.0,6.0
1404,6.0,31.0,1.0,9.0
1405,7.0,20.0,3.0,2.0
1406,9.0,35.0,3.0,5.0
1407,9.0,23.0,6.0,4.0
1408,6.0,12.0,1.0,0.0
1409,2.0,2.0,1.0,0.0
1410,0.0,15.0,0.0,6.0
1411,7.0,12.0,5.0,0.0
1412,11.0,101.0,9.0,27.0
1413,7.0,16.0,5.0,2.0
1414,4.0,14.0,4.0,2.0
1415,0.0,57.0,2.0,3.0
1416,7.0,16.0,5.0,12.0
1417,13.0,239.0,5.0,61.0
1418,0.0,48.0,2.0,6.0
1419,2.0,204.0,5.0,30.0
1420,4.0,69.0,4.0,23.0
1421,1.0,41.0,1.0,10.0
1422,3.0,20.0,1.0,11.0
1423,4.0,5.0,2.0,0.0
1424,5.0,48.0,3.0,11.0
1425,6.0,232.0,4.0,48.0
1426,13.0,115.0,1.0,36.0
1427,23.0,90.0,11.0,12.0
1428,12.0,246.0,14.0,132.0
1429,5.0,19.0,0.0,1.0
1430,13.0,78.0,6.0,16.0
1431,28.0,199.0,18.0,84.0
1432,3.0,12.0,5.0,5.0
1433,10.0,73.0,4.0,14.0
1434,3.0,4.0,2.0,0.0
1435,39.0,122.0,13.0,14.0
1436,2.0,23.0,1.0,4.0
1437,0.0,35.0,1.0,12.0
1438,13.0,27.0,7.0,4.0
1439,6.0,18.0,2.0,0.0
1440,6.0,84.0,1.0,21.0
1441,0.0,33.0,0.0,3.0
1442,6.0,87.0,4.0,15.0
1443,12.0,24.0,6.0,0.0
1444,0.0,47.0,0.0,1.0
1445,1.0,3.0,1.0,0.0
1446,7.0,21.0,5.0,3.0
1447,9.0,20.0,7.0,4.0
1448,10.0,38.0,3.0,0.0
1449,4.0,27.0,0.0,5.0
1450,10.0,37.0,5.0,4.0
1451,5.0,227.0,0.0,22.0
1452,5.0,42.0,5.0,5.0
1453,0.0,39.0,0.0,13.0
1454,4.0,68.0,0.0,25.0
1455,4.0,24.0,5.0,4.0
1456,6.0,21.0,4.0,9.0
1457,0.0,47.0,0.0,15.0
1458,8.0,32.0,7.0,6.0
1459,1.0,17.0,0.0,1.0
1460,1.0,13.0,1.0,0.0
1461,2.0,131.0,5.0,18.0
1462,7.0,9.0,5.0,0.0
1463,3.0,20.0,1.0,1.0
1464,6.0,20.0,4.0,11.0
1465,0.0,10.0,1.0,0.0
1466,1.0,31.0,0.0,7.0
1467,9.0,7.0,3.0,0.0
1468,3.0,6.0,4.0,0.0
1469,6.0,64.0,4.0,9.0
1470,7.0,47.0,4.0,8.0
1471,1.0,16.0,0.0,2.0
1472,5.0,80.0,5.0,22.0
1473,0.0,24.0,0.0,7.0
1474,2.0,3.0,2.0,1.0
1475,18.0,125.0,8.0,39.0
1476,6.0,105.0,6.0,26.0
1477,0.0,61.0,0.0,13.0
1478,2.0,36.0,1.0,7.0
1479,4.0,26.0,0.0,7.0
1480,27.0,158.0,11.0,22.0
1481,14.0,88.0,2.0,4.0
1482,4.0,85.0,5.0,16.0
1483,3.0,3.0,2.0,0.0
1484,47.0,128.0,23.0,0.0
1485,4.0,12.0,2.0,4.0
1486,3.0,24.0,2.0,3.0
1487,0.0,23.0,0.0,5.0
1488,13.0,136.0,5.0,29.0
1489,3.0,47.0,1.0,12.0
1490,5.0,11.0,4.0,1.0
1491,9.0,19.0,7.0,1.0
1492,11.0,133.0,3.0,10.0
1493,4.0,54.0,0.0,20.0
1494,10.0,21.0,8.0,6.0
1495,16.0,42.0,10.0,12.0
1496,3.0,103.0,3.0,31.0
1497,2.0,8.0,0.0,4.0
1498,2.0,28.0,0.0,0.0
1499,8.0,15.0,6.0,2.0
1500,8.0,139.0,11.0,47.0
1501,6.0,29.0,3.0,4.0
1502,0.0,38.0,1.0,17.0
1503,3.0,9.0,1.0,3.0
1504,7.0,51.0,2.0,10.0
1505,5.0,28.0,3.0,3.0
1506,7.0,73.0,5.0,13.0
1507,2.0,10.0,2.0,1.0
1508,4.0,11.0,0.0,2.0
1509,5.0,46.0,1.0,7.0
1510,5.0,9.0,3.0,2.0
1511,8.0,19.0,4.0,0.0
1512,9.0,9.0,3.0,0.0
1513,3.0,24.0,3.0,9.0
1514,5.0,42.0,0.0,7.0
1515,11.0,42.0,3.0,3.0
1516,0.0,28.0,0.0,2.0
1517,15.0,186.0,12.0,15.0
